bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,,
221354,6580551,"강남쪽의 피부과 전전하다가 
집가까운 곳인 프리뷰로 갈아탔는데
시설,시스템, 서비스 어느하나 미흡한거 없이 모든게
훌륭합니다. 거기다 다양한 이벤트를 적시에 이용하면 가격도 만족스럽구요.
남자원장님 과하지않은 자연스러움을 내세우며
혹여 부자연스러울까봐 불안해하는 저를 안심시켜주시고 
중간에 거울도 보여주시고 편안하게 잘 시술해주셨습니다. 
여긴 모든 직원들이 친절한게 인상적인데..
그것만으로는 여길 또 찾게 되지는 않겠지요~
피부과는 내얼굴이 얼마나 예뻐졌느냐, 좋아졌느냐 시술결과의 만족도에 따라서 재내원 여부가 결정될터..
저는 이곳이 변질되지 않는한 쭉 고정으로 다닐려구용. ㅎㅎ",5,1,,,2019.08.27,pooh****,상담 예약,노원 톡스앤필의원,,FALSE,"강남쪽의 피부과 전전하다가 
집가까운 곳인 프리뷰로 갈아탔는데
시설,시스템, 서비스 어느하나 미흡한거 없이 모든게
훌륭합니다. 거기다 다양한 이벤트를 적시에 이용하면 가격도 만족스럽구요.
남자원장님 과하지않은 자연스러움을 내세우며
혹여 부자연스러울까봐 불안해하는 저를 안심시켜주시고 
중간에 거울도 보여주시고 편안하게 잘 시술해주셨습니다. 
여긴 모든 직원들이 친절한게 인상적인데..
그것만으로는 여길 또 찾게 되지는 않겠지요~
피부과는 내얼굴이 얼마나 예뻐졌느냐, 좋아졌느냐 시술결과의 만족도에 따라서 재내원 여부가 결정될터..
저는 이곳이 변질되지 않는한 쭉 고정으로 다닐려구용. ㅎㅎ",,
221354,6577669,"리터치 시술이지만 직원분들의 친절한을 ㅋ도 한번 느끼네요 
여원장남이 해주셨는데 친절하고 좋았어요 효과도 있기를 기대해봅니다",5,1,,,2019.08.27,seli****,상담 예약,노원 톡스앤필의원,,FALSE,"리터치 시술이지만 직원분들의 친절한을 ㅋ도 한번 느끼네요 
여원장남이 해주셨는데 친절하고 좋았어요 효과도 있기를 기대해봅니다",,
221354,6575560,꼼꼼히 잘 관리받구 좋았어요 또 방문할게요,5,1,,,2019.08.27,soyo****,상담 예약,노원 톡스앤필의원,,FALSE,꼼꼼히 잘 관리받구 좋았어요 또 방문할게요,,
221354,6560095,선생님들 다 친절하시고 좋아요 생각보다 가격이 90% 싸게 나와서 놀랬어요 고맙습니다.,5,1,,,2019.08.26,mika****,상담 예약,노원 톡스앤필의원,,FALSE,선생님들 다 친절하시고 좋아요 생각보다 가격이 90% 싸게 나와서 놀랬어요 고맙습니다.,,
221354,6499775,친절한상담 받고 아프지않게 점제거 시술받았습니다 감사합니다,5,1,,,2019.08.23,jsjj****,상담 예약,노원 톡스앤필의원,,FALSE,친절한상담 받고 아프지않게 점제거 시술받았습니다 감사합니다,,
221354,6520901,"깨끗하고 친절했어요. 얼굴은 3d촬영했고 슈링크하려든 친구는 피부두께 측정했습니다. 상담료는 따로 받지는 않았고요. 다른 시술을 과하게 권하지 않아서 편하긴 했습니다. 원장님 여러분인지, 저는 여자원장님과 상담했어요. 상담은 기미,잡티,오타모반 등. 다른곳에서는 피코10회면 왠만큼 깨끗해진다고 했는데 여기선 10회 + 다른 시술을 추가로 권했습니다. 혹시 하는법이 다른 곳과 다를지는 모르겠습니다. 10회 후 추가 리뷰 남기겠습니다.",4,1,,,2019.08.22,redp****,상담 예약,노원 톡스앤필의원,,FALSE,"깨끗하고 친절했어요. 얼굴은 3d촬영했고 슈링크하려든 친구는 피부두께 측정했습니다. 상담료는 따로 받지는 않았고요. 다른 시술을 과하게 권하지 않아서 편하긴 했습니다. 원장님 여러분인지, 저는 여자원장님과 상담했어요. 상담은 기미,잡티,오타모반 등. 다른곳에서는 피코10회면 왠만큼 깨끗해진다고 했는데 여기선 10회 + 다른 시술을 추가로 권했습니다. 혹시 하는법이 다른 곳과 다를지는 모르겠습니다. 10회 후 추가 리뷰 남기겠습니다.",,
221354,6399085,성인여드름과 여드름흉터로 병원을 많이 다녔는데 간호사 직원분들이 다 친절하시고 관리가 공장같지 않고 전문적이어서 만족했어요. 지나친 권유도 없어 더 신뢰가 갔습니다 재방문의사 있습니다. 다만 의사선생님 상담이 좀 소극적이랄까 믿고 레이저를 해도 되는지 걱정되더라구요.,4,1,안녕하세요 프리뷰클리닉입니다~ 상담 시 피부에 따라 좋은 결과를 낼 확률이 가장 높은 치료 방법을 권해 드리지만 치료 결과에 대한 확답은 드릴 수가 없는 점 양해 부탁드립니다 ^^,,2019.08.17,witt****,상담 예약,노원 톡스앤필의원,,FALSE,성인여드름과 여드름흉터로 병원을 많이 다녔는데 간호사 직원분들이 다 친절하시고 관리가 공장같지 않고 전문적이어서 만족했어요. 지나친 권유도 없어 더 신뢰가 갔습니다 재방문의사 있습니다. 다만 의사선생님 상담이 좀 소극적이랄까 믿고 레이저를 해도 되는지 걱정되더라구요.,2019.08.19 21:39:41,
221354,6385851,시설도 깔끔하고 코디분들도 친절하세요! 다만 아쉬운 점은 처음 방문이라 원장님하고 정확한 상담을 하고싶었는데 실장님하고만 상담이 진행된점이 아쉽네요:(,3,1,안녕하세요 프리뷰클리닉입니다~ 턱보톡스처럼 간단한 시술은 앞에서 대부분의 상담을 진행하고 시술 전에만 간단히 봐드릴 수 밖에 없는 점 양해 부탁드립니다 ㅠㅠ,,2019.08.16,rlaa****,상담 예약,노원 톡스앤필의원,,FALSE,시설도 깔끔하고 코디분들도 친절하세요! 다만 아쉬운 점은 처음 방문이라 원장님하고 정확한 상담을 하고싶었는데 실장님하고만 상담이 진행된점이 아쉽네요:(,2019.08.19 21:33:51,
221354,6324301,"비밀유지가 어렵잖아여 ? 저 턱보턱스맞는거 창피하고 컴플렉스라 부끄러운데 크게 보톡스 상담하면 싫은데 아주아주 조용했고 분리된 공간이라 더 만족했는데
효과도 그만큼 있음 좋겠습니다",5,1,,,2019.08.13,seli****,상담 예약,노원 톡스앤필의원,,FALSE,"비밀유지가 어렵잖아여 ? 저 턱보턱스맞는거 창피하고 컴플렉스라 부끄러운데 크게 보톡스 상담하면 싫은데 아주아주 조용했고 분리된 공간이라 더 만족했는데
효과도 그만큼 있음 좋겠습니다",,
221354,6310426,시설도 깨끗하고 아포지플러스제모는 안아프네요!!,5,1,,https://naverbooking-phinf.pstatic.net/20190812_119/15655904527469mj3R_JPEG/image.jpg,2019.08.12,syj2****,상담 예약,노원 톡스앤필의원,,FALSE,시설도 깨끗하고 아포지플러스제모는 안아프네요!!,,
221354,6231526,1인실 대박... 이런거 처음봤어요~ 시술전에 피부진단해주고 내 피부가 어떻다 설명해 주는거 좋았습니다~!,5,1,,,2019.08.08,t8u5****,상담 예약,노원 톡스앤필의원,,FALSE,1인실 대박... 이런거 처음봤어요~ 시술전에 피부진단해주고 내 피부가 어떻다 설명해 주는거 좋았습니다~!,,
221354,6215264,필러 때문에 방문했는데 병원에 반해서 레이저도 받고 있습니다. 매번 방문마다 친절하게 안내해 주시구 원장님도 꼼꼼하게 시술해주셔서 만족합니다 ^^,5,1,,,2019.08.07,wlal****,상담 예약,노원 톡스앤필의원,,FALSE,필러 때문에 방문했는데 병원에 반해서 레이저도 받고 있습니다. 매번 방문마다 친절하게 안내해 주시구 원장님도 꼼꼼하게 시술해주셔서 만족합니다 ^^,,
221354,6215374,유튜브에서 기미잡티 영상보고 병원방문했어요 영상에서 보던 원장님이 나와서 시술해주니 연예인 보는느낌...ㅎㅎ 생각보다 병원 엄청크고 예약 시간보다 딜레이가 생겨서 좀 기다렸는데 직원분이 상황설명 해주시고 기다리는 중간중간 이야기 계속 해주셔서 기분 나쁠만한 상황이 반대로 뭔가 배려 받고있단 생각 들어 괜찮았습니다 요즘은 병원도 이렇게 서비스에 신경쓴다는게 놀라웠어요,5,1,,,2019.08.07,jun5****,상담 예약,노원 톡스앤필의원,,FALSE,유튜브에서 기미잡티 영상보고 병원방문했어요 영상에서 보던 원장님이 나와서 시술해주니 연예인 보는느낌...ㅎㅎ 생각보다 병원 엄청크고 예약 시간보다 딜레이가 생겨서 좀 기다렸는데 직원분이 상황설명 해주시고 기다리는 중간중간 이야기 계속 해주셔서 기분 나쁠만한 상황이 반대로 뭔가 배려 받고있단 생각 들어 괜찮았습니다 요즘은 병원도 이렇게 서비스에 신경쓴다는게 놀라웠어요,,
221354,6206868,여자 원장님 친절하시지만 설명 너무 부족하세요... 저에게 추천하신 시술이 왜 필요한지도 어떤 시술법인지도 얘기 안해주시고 나와서 금액 실장님이랑 상담했는데 실장님도 그냥 비싼시술 추천해주시는것같아서 기분이 안좋았어요 아참 그리고 원장님이랑 상담하면 상담비가 1만원이라고 하더라구요 참고하세요 처음부터 알고있었으면 그렇구나 할텐데 나갈때 원장님 상담비용 만원이라고 해서 그냥 내고 시술 결제 안하고 나왔네요 (참고로 제가 시간상 오늘 꼭 시술받아야해서 웬만하면 결제하고 시술 받으려고 했거든요 ㅠㅠ너무 신뢰가 안가서 시술 안받았어요...),1,1,"안녕하세요, 사전에 원장님 상담 비용에 대해 안내가 부족했던 점 죄송합니다 ㅠㅠ 앞으로 더 신경 쓸 수 있도록 전직원에게 상기시키겠습니다. 상담 드린 내용은 확인해보니 색소가 가장 뚜렷한 부분만 치료 해드리는 부분 레이저 3회, 그리고 모공 치료에 가장 기본적으로 쓰는 시술 이렇게 두 가지를 추천드렸고 모공 치료의 경우 어떤 대안들이 있는지 말씀드린 것으로 보입니다. 합리적인 비용으로 치료 해드리기 위한 방안을 제시해드리려 노력한 것으로 보이는데 의사 소통 과정에서 오해가 발생한 것 같아 안타깝습니다. 이 부분 역시 신경쓰도록 하겠습니다~",,2019.08.06,ko15****,상담 예약,노원 톡스앤필의원,,FALSE,여자 원장님 친절하시지만 설명 너무 부족하세요... 저에게 추천하신 시술이 왜 필요한지도 어떤 시술법인지도 얘기 안해주시고 나와서 금액 실장님이랑 상담했는데 실장님도 그냥 비싼시술 추천해주시는것같아서 기분이 안좋았어요 아참 그리고 원장님이랑 상담하면 상담비가 1만원이라고 하더라구요 참고하세요 처음부터 알고있었으면 그렇구나 할텐데 나갈때 원장님 상담비용 만원이라고 해서 그냥 내고 시술 결제 안하고 나왔네요 (참고로 제가 시간상 오늘 꼭 시술받아야해서 웬만하면 결제하고 시술 받으려고 했거든요 ㅠㅠ너무 신뢰가 안가서 시술 안받았어요...),2019.08.07 11:37:34,
221354,6210751,"갈때마다 다들 친철하신듯ㅋㅋ
예약시간에 맞춰가니 대기시간도없고 좋네용",5,1,,,2019.08.06,dudu****,상담 예약,노원 톡스앤필의원,,FALSE,"갈때마다 다들 친철하신듯ㅋㅋ
예약시간에 맞춰가니 대기시간도없고 좋네용",,
221354,6174556,슈링크 시술 받았는데 눈에 띄는 효과는 잘 모르겠지만.. 기대해보려고 합니다.,3,1,"안녕하세요, 프리뷰클리닉 노원점입니다 ^^ 슈링크의 효과는 콜라겐 합성이 촉진되면서 서서히 나타나니 조금 기다려주시기 바랍니다~!",,2019.08.02,unio****,상담 예약,노원 톡스앤필의원,,FALSE,슈링크 시술 받았는데 눈에 띄는 효과는 잘 모르겠지만.. 기대해보려고 합니다.,2019.08.05 10:45:37,
221354,6066751,"직원분들도 친절하시고
제모도 만족스럽습니다.",4,1,,,2019.07.30,qkek****,상담 예약,노원 톡스앤필의원,,FALSE,"직원분들도 친절하시고
제모도 만족스럽습니다.",,
221354,6003254,"두번째 방문인데
진짜너무친절해요",5,1,,,2019.07.26,bb_s****,상담 예약,노원 톡스앤필의원,,FALSE,"두번째 방문인데
진짜너무친절해요",,
221354,5969912,친절해서 좋았어요~,5,1,,,2019.07.24,gmlt****,상담 예약,노원 톡스앤필의원,,FALSE,친절해서 좋았어요~,,
221354,5962669,정말 엄청 친절하심ㅠㅠ,5,1,,,2019.07.23,skar****,상담 예약,노원 톡스앤필의원,,FALSE,정말 엄청 친절하심ㅠㅠ,,
221354,5954532,제모하러 갔는데 여자 선생님 계셔서 편하게 받았어요~ 개인실에서 해주셔서 더 괜찮았네요! ㅎ,4,1,,,2019.07.18,saki****,상담 예약,노원 톡스앤필의원,,FALSE,제모하러 갔는데 여자 선생님 계셔서 편하게 받았어요~ 개인실에서 해주셔서 더 괜찮았네요! ㅎ,,
221354,5942310,노원에 여러곳 다녀봤는데 시설 제일 깨끗하고 시술 결과도 마음에 드네요 이마필러 5cc 했는데 다음주 쯤에 입술필러도 하러 가보려 합니다~ 데스크 예약해주시는 분들 너무 친절해서 좋아요!,5,1,,,2019.07.18,gnsl****,상담 예약,노원 톡스앤필의원,,FALSE,노원에 여러곳 다녀봤는데 시설 제일 깨끗하고 시술 결과도 마음에 드네요 이마필러 5cc 했는데 다음주 쯤에 입술필러도 하러 가보려 합니다~ 데스크 예약해주시는 분들 너무 친절해서 좋아요!,,
221354,5901925,대기시간도 짧고 친절 만족합니다,4,1,,,2019.07.17,rejy****,상담 예약,노원 톡스앤필의원,,FALSE,대기시간도 짧고 친절 만족합니다,,
221354,5864445,오래기다렸지만 친절하셨어요,5,1,,,2019.07.16,rlaa****,상담 예약,노원 톡스앤필의원,,FALSE,오래기다렸지만 친절하셨어요,,
221354,5864091,새로 생겨서 인테리어도 좋고 직원분들 친절하지만 여자 원장님과 상담받아 보니 왠지모르게전문성이 떨어진 느낌을 받아서 상담만 받고 끝냈어요.,2,1,"안녕하세요, 프리뷰클리닉입니다. 피부 정밀 촬영과 3D 스캔을 통해 최대한 상세한 상담을 도와드리려 노력하지만 그렇게 느끼셨다니 죄송하고 앞으로 부족한 점 더 보완하려 노력하겠습니다~!",,2019.07.16,jung****,상담 예약,노원 톡스앤필의원,,FALSE,새로 생겨서 인테리어도 좋고 직원분들 친절하지만 여자 원장님과 상담받아 보니 왠지모르게전문성이 떨어진 느낌을 받아서 상담만 받고 끝냈어요.,2019.07.20 13:51:58,
221354,5812993,친절하고 깔끔했어오,5,1,,,2019.07.13,ka03****,상담 예약,노원 톡스앤필의원,,FALSE,친절하고 깔끔했어오,,
221354,5796844,시설 깨끗하고 가격도 이정도면 괜찮은 편 같아요 전문적인 느낌 나서 좋았어여,5,1,,,2019.07.11,jh96****,상담 예약,노원 톡스앤필의원,,FALSE,시설 깨끗하고 가격도 이정도면 괜찮은 편 같아요 전문적인 느낌 나서 좋았어여,,
221354,5806674,여자원장님께 제모 받았는데 너무 친절하시고 얼굴도 이쁘심ㅠㅠ예약을 2번인가 바꿨는데도 데스크 언니들 한결같이 친절하시고요. 역삼이나 논현까지 이제 갈 필요 없을듯 합니다. 여기 추천!!,5,1,,,2019.07.11,soh6****,상담 예약,노원 톡스앤필의원,,FALSE,여자원장님께 제모 받았는데 너무 친절하시고 얼굴도 이쁘심ㅠㅠ예약을 2번인가 바꿨는데도 데스크 언니들 한결같이 친절하시고요. 역삼이나 논현까지 이제 갈 필요 없을듯 합니다. 여기 추천!!,,
221354,5796962,얼굴에 잡티랑 실핏줄 치료하러 3번째 방문 중입니다. 언제 가도 친절하시고 시술 결과도 만족스럽네요^^ 3번 방문하고 이제야 리뷰 적어요~ 처음 방문했을때 어떤 시술을 받아야 좋아질지 비용은 어떤지 어리버리한 상태로 갔는데...피부검사도 해주시고 어떤게 저한테 가장 좋은지 설명도 잘해주시고 첫날 실핏줄 눈앞에서 사라지게 해주시는거 보고 원장님 믿고 계속 다니고 있습니다^^,5,1,,,2019.07.11,ajy9****,상담 예약,노원 톡스앤필의원,,FALSE,얼굴에 잡티랑 실핏줄 치료하러 3번째 방문 중입니다. 언제 가도 친절하시고 시술 결과도 만족스럽네요^^ 3번 방문하고 이제야 리뷰 적어요~ 처음 방문했을때 어떤 시술을 받아야 좋아질지 비용은 어떤지 어리버리한 상태로 갔는데...피부검사도 해주시고 어떤게 저한테 가장 좋은지 설명도 잘해주시고 첫날 실핏줄 눈앞에서 사라지게 해주시는거 보고 원장님 믿고 계속 다니고 있습니다^^,,
221354,5899620,좋았어욤 다음에 또 필러맞으러 갈꺼에요 룰루~,5,1,,,2019.07.08,sstz****,상담 예약,노원 톡스앤필의원,,FALSE,좋았어욤 다음에 또 필러맞으러 갈꺼에요 룰루~,,
221354,5758304,"시설도깔끔하고 다들너무 친절하시고 꼼꼼히해주셔서 처음갔는데너무너무만족합니다!
다음에도 방문하겠습니다~",5,1,,,2019.07.08,lmj9****,상담 예약,노원 톡스앤필의원,,FALSE,"시설도깔끔하고 다들너무 친절하시고 꼼꼼히해주셔서 처음갔는데너무너무만족합니다!
다음에도 방문하겠습니다~",,
221354,5716719,깨끗해서 너뭊 좋았던 거 같아요 ㅋㅋ,5,1,,https://naverbooking-phinf.pstatic.net/20190706_257/1562381334388A362b_JPEG/image.jpg,2019.07.06,girl****,상담 예약,노원 톡스앤필의원,,FALSE,깨끗해서 너뭊 좋았던 거 같아요 ㅋㅋ,,
221354,5712465,친절한 상담해두셔서 감사합니다,4,1,,,2019.07.05,pjy_****,상담 예약,노원 톡스앤필의원,,FALSE,친절한 상담해두셔서 감사합니다,,
221354,5694887,"깔끔하고 좋아요 다들 친절히 상담해주셨어요
레이저 이제1회 받았는데 많이 좋아졌으면 좋겠어요",4,1,,,2019.06.29,jiye****,상담 예약,노원 톡스앤필의원,,FALSE,"깔끔하고 좋아요 다들 친절히 상담해주셨어요
레이저 이제1회 받았는데 많이 좋아졌으면 좋겠어요",,
221354,5605429,예약할 때도 답자 빠르고 친절해서 좋았는데 방문해서도 좋았습니다~ 제가 다녀본 곳들 중에서는 시설이 손가락에 꼽을 정도로 좋고 제모할 때 1인실에서 해주시는데 여원장님께서 해주셔서 편안하고 좋았어요. 일주일마다 제모가 가능하다 그러셔서 꾸준히 다녀보려 합니다.,5,1,,,2019.06.26,ygga****,상담 예약,노원 톡스앤필의원,,FALSE,예약할 때도 답자 빠르고 친절해서 좋았는데 방문해서도 좋았습니다~ 제가 다녀본 곳들 중에서는 시설이 손가락에 꼽을 정도로 좋고 제모할 때 1인실에서 해주시는데 여원장님께서 해주셔서 편안하고 좋았어요. 일주일마다 제모가 가능하다 그러셔서 꾸준히 다녀보려 합니다.,,
221354,5538229,코디네이터분들 친절하시고 시설도 완전 좋아요,5,1,,,2019.06.22,tpfu****,상담 예약,노원 톡스앤필의원,,FALSE,코디네이터분들 친절하시고 시설도 완전 좋아요,,
221354,5542520,"직원분들도 친절하시고 시술도 금방 끝나고
좋았습니당",4,1,,,2019.06.22,qkek****,상담 예약,노원 톡스앤필의원,,FALSE,"직원분들도 친절하시고 시술도 금방 끝나고
좋았습니당",,
221354,5659488,병원 깔끔해여,4,1,,,2019.06.20,hnor****,상담 예약,노원 톡스앤필의원,,FALSE,병원 깔끔해여,,
221354,5492611,"오늘 토닝 10회차 받았고 정말 감사했어서 리뷰 남깁니다. 예전에 토닝해보고 효과가 없어서 정말 여러 병원에서 상담받고 나서 시스템도, 원장님 피부도 너무 좋으신 여기로 결정했는데 주변에서 피부좋다, 돈 정말 많이 쓴 피부 같다는 얘기를 많이 하시고 저 자신도 만히 만족합니다. 오픈하신지 얼마 안되셨는데 올때마다 점점 더 잘 되시는 것 같아 보기 좋습니다.",5,1,,,2019.06.18,skyj****,상담 예약,노원 톡스앤필의원,,FALSE,"오늘 토닝 10회차 받았고 정말 감사했어서 리뷰 남깁니다. 예전에 토닝해보고 효과가 없어서 정말 여러 병원에서 상담받고 나서 시스템도, 원장님 피부도 너무 좋으신 여기로 결정했는데 주변에서 피부좋다, 돈 정말 많이 쓴 피부 같다는 얘기를 많이 하시고 저 자신도 만히 만족합니다. 오픈하신지 얼마 안되셨는데 올때마다 점점 더 잘 되시는 것 같아 보기 좋습니다.",,
221354,5482909,최근에 다녀본 곳 주 제일 괜찮았어요~,4,1,,,2019.06.17,sans****,상담 예약,노원 톡스앤필의원,,FALSE,최근에 다녀본 곳 주 제일 괜찮았어요~,,
221354,5482885,시술 전 미리 피부 검사 해주는게 아주 좋았어요~ 사진 촬영해서 어떤게 기미고 어떤게 잡티고 어떻게 치료해야하는지 상세히 알려주셨고 저는 일단 토닝만 했는데 생활하는데 불편한 것도 없었고 효과도 만족하고 있어요!ㅎ,5,1,,,2019.06.17,ak10****,상담 예약,노원 톡스앤필의원,,FALSE,시술 전 미리 피부 검사 해주는게 아주 좋았어요~ 사진 촬영해서 어떤게 기미고 어떤게 잡티고 어떻게 치료해야하는지 상세히 알려주셨고 저는 일단 토닝만 했는데 생활하는데 불편한 것도 없었고 효과도 만족하고 있어요!ㅎ,,
221354,5459744,"상담필요없다고하니 바로 원장님연결해줘서 필러시술했는데 윗볼륨없어서 위쪽위주로맞길원한다했는데 아래쪽에 층을 잘못놓으신건지 당일부터 3일째인 오늘까지 아프고
튀어나와있어서 머 어떻게 해야할지머르겠네요
멍도  너무심해서 일상생활도못하구요
괜히했어요
후회합니다",1,1,안녕하세요 시술해드린 프리뷰클리닉 한덕규 원장입니다. 먼저 불편 끼쳐드린 점 죄송합니다 ㅠㅠ 윗입술 위주로 시술을 원하셨고 밸런스를 맞추기 위해 아랫입술에도 주입해드렸는데 그 부위에 필러가 만져지시는 것으로 생각됩니다. 내원해주시면 해결해드리도록 하겠습니다. 주사 시술이라서 멍이 매번 생기는 것은 아니지만 생길 수 있는 점은 어쩔 수가 없어 양해 부탁드리며 시술 3일 후에 통증이 있으신건 정상적인 것이니 너무 염려마시고 내원 부탁드립니다.,,2019.06.13,ysy8****,상담 예약,노원 톡스앤필의원,,FALSE,"상담필요없다고하니 바로 원장님연결해줘서 필러시술했는데 윗볼륨없어서 위쪽위주로맞길원한다했는데 아래쪽에 층을 잘못놓으신건지 당일부터 3일째인 오늘까지 아프고
튀어나와있어서 머 어떻게 해야할지머르겠네요
멍도  너무심해서 일상생활도못하구요
괜히했어요
후회합니다",2019.06.17 11:30:11,
