bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,resourceUrlList/1,resourceUrlList/2,replyRegDate,resourceUrlList/3
201455,7655873,"완전 누워있는 사랑니라 엄청 걱정했는데, 실제 뽑을때 걸린 시간은 한 3분?
엄청 금방 끝났어요!
째고 사랑니 자르고 뽑고 또 자르고 뽑고 다시 타이하고...
마취 제외 전체과정에 한 5분 걸린거 같아요!
무통마취는 사랑입니다...
치과에서 가장 무서운게 마취인데 한개도 안아파요!",5,1,,,2019.11.14,ray0****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"완전 누워있는 사랑니라 엄청 걱정했는데, 실제 뽑을때 걸린 시간은 한 3분?
엄청 금방 끝났어요!
째고 사랑니 자르고 뽑고 또 자르고 뽑고 다시 타이하고...
마취 제외 전체과정에 한 5분 걸린거 같아요!
무통마취는 사랑입니다...
치과에서 가장 무서운게 마취인데 한개도 안아파요!",,,,
201455,7650033,"사랑니 맛집 인정합니다:-)
살 째는것도 나중에 알았어요..잇몸을 만지시길래 뭐하시는거지 했는데..
붓기도 하나도 없고 진통제먹어서 그런지 아프지도 않았어요.

이제 곧 실밥제거하러 가는데 이제 걱정도 안돼요 ㅎㅎ",5,1,,,2019.11.12,dsun****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"사랑니 맛집 인정합니다:-)
살 째는것도 나중에 알았어요..잇몸을 만지시길래 뭐하시는거지 했는데..
붓기도 하나도 없고 진통제먹어서 그런지 아프지도 않았어요.

이제 곧 실밥제거하러 가는데 이제 걱정도 안돼요 ㅎㅎ",,,,
201455,7639998,의사선생님도 친절하시고 시설도 깔끔하고 주사도 무통주사라서 아프지 않습니다. 사랑니 전부 여기서 뽑았어용 처음 뽑은 건 이미 잇몸 다 자라나서 아물었고 왼쪽 위아래는 어제 뽑았는데 잘 쉬니까 큰 통증도 없고 괜찮습니다.,5,1,,,2019.11.12,lee9****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,의사선생님도 친절하시고 시설도 깔끔하고 주사도 무통주사라서 아프지 않습니다. 사랑니 전부 여기서 뽑았어용 처음 뽑은 건 이미 잇몸 다 자라나서 아물었고 왼쪽 위아래는 어제 뽑았는데 잘 쉬니까 큰 통증도 없고 괜찮습니다.,,,,
201455,7624399,"그저 잘뽑는단 말밖에 쓸 말이 없네요.
최고입니다bb",5,1,,,2019.11.11,asdd****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"그저 잘뽑는단 말밖에 쓸 말이 없네요.
최고입니다bb",,,,
201455,7651793,의사선생님 엄청친절하세요 직원분들도요,5,1,,,2019.11.11,set7****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,의사선생님 엄청친절하세요 직원분들도요,,,,
201455,7559368,윗 사랑니 뺐는데 아랫니보다 훨씬 안아파요 통증도 거의 없구요 붓기도 없네요 인생치과입니다!!,5,1,,,2019.11.07,tkdg****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,윗 사랑니 뺐는데 아랫니보다 훨씬 안아파요 통증도 거의 없구요 붓기도 없네요 인생치과입니다!!,,,,
201455,7557703,"오른쪽 위 아래 사랑니 발치하는데 설명도 친절하고 자세하게 해주시고 질문에도 다 답해주셔서 안심이 되었어요. 
30대 후반이라 뽑기 힘들 줄 알았는데 하나도 안아프게 잘 뽑아주시고 한 개에 1분도 안 걸린 것 같아요.
거즈 2시간 정도 물고 있으니 지혈도 어느정도 되었고 마취도 3시간 지나면서 서서히 풀렸어요. 진통제 잘 챙겨먹으니 통증도 거의 없네요. 
거즈 빼고 나서 점심만 죽 먹고 저녁에는 다른 쪽으로 씹긴 했지만 볶음밥이랑 국수도 먹을 수 있을 정도로 괜찮았어요. 
사랑니 발치하시는 분들께 강추합니다.^^",5,1,,,2019.11.07,heyg****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"오른쪽 위 아래 사랑니 발치하는데 설명도 친절하고 자세하게 해주시고 질문에도 다 답해주셔서 안심이 되었어요. 
30대 후반이라 뽑기 힘들 줄 알았는데 하나도 안아프게 잘 뽑아주시고 한 개에 1분도 안 걸린 것 같아요.
거즈 2시간 정도 물고 있으니 지혈도 어느정도 되었고 마취도 3시간 지나면서 서서히 풀렸어요. 진통제 잘 챙겨먹으니 통증도 거의 없네요. 
거즈 빼고 나서 점심만 죽 먹고 저녁에는 다른 쪽으로 씹긴 했지만 볶음밥이랑 국수도 먹을 수 있을 정도로 괜찮았어요. 
사랑니 발치하시는 분들께 강추합니다.^^",,,,
201455,7544584,직원분들도 다 친절하시고 너무 조아용,5,1,,,2019.11.06,dhdb****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,직원분들도 다 친절하시고 너무 조아용,,,,
201455,7544891,"사랑니 난생 처음 뽑아봤습니다. 주변에서 하도 아프다고 해서 걱정했는데 진짜 하나~~~~도 안아팠고, 마취 풀리고 나서도 잠깐 뻐근하기만 하고 괜찮았어요. 상담해주시는분도 너무너무 친절하셨구요. 다음에 뽑을 때도 여기로 올 계획입니다.",5,1,,,2019.11.06,yean****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"사랑니 난생 처음 뽑아봤습니다. 주변에서 하도 아프다고 해서 걱정했는데 진짜 하나~~~~도 안아팠고, 마취 풀리고 나서도 잠깐 뻐근하기만 하고 괜찮았어요. 상담해주시는분도 너무너무 친절하셨구요. 다음에 뽑을 때도 여기로 올 계획입니다.",,,,
201455,7631855,좋아요 ㅎㅎ,5,1,,,2019.11.06,yuju****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,좋아요 ㅎㅎ,,,,
201455,7537940,두개 하루에 뽑았는데 진짜 그동안 왜 그렇게 겁 먹었는지... 매복인데도 정말 순식간에 뽑아주셨어요 사람마다 차이가 있다고는 하지만 붓기도 거의 없었고 불편한거 없이 잘 쉬고있어요! 너무 감사하네요ㅠ,5,1,,,2019.11.05,sym0****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,두개 하루에 뽑았는데 진짜 그동안 왜 그렇게 겁 먹었는지... 매복인데도 정말 순식간에 뽑아주셨어요 사람마다 차이가 있다고는 하지만 붓기도 거의 없었고 불편한거 없이 잘 쉬고있어요! 너무 감사하네요ㅠ,,,,
201455,7692664,사랑니 아프지않게 진짜 빨리 뽑았어요..!두개 뽑았는데 체감상 5분도 안걸렸어요!!진짜사랑니 무섭고 두려우신분들 꼭 사랑이아프니에서 뽑으세요!!강추합니다!!,4,1,,,2019.11.04,jjdu****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,사랑니 아프지않게 진짜 빨리 뽑았어요..!두개 뽑았는데 체감상 5분도 안걸렸어요!!진짜사랑니 무섭고 두려우신분들 꼭 사랑이아프니에서 뽑으세요!!강추합니다!!,,,,
201455,7667768,"최곱니다,,병원 도착해서 촬영부터 상담 마취 발치까지 도합 20분밖에 안걸렸어요. 
올해 제가 가장 잘한 일 중 하나가 여기서 사랑니 뽑은 거에여,, 강추드립니다!! 
감사합니다 선생님!!",5,1,,,2019.11.04,wngm****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"최곱니다,,병원 도착해서 촬영부터 상담 마취 발치까지 도합 20분밖에 안걸렸어요. 
올해 제가 가장 잘한 일 중 하나가 여기서 사랑니 뽑은 거에여,, 강추드립니다!! 
감사합니다 선생님!!",,,,
201455,7472761,"병원시설 깨끗하고 원장님 간단명료한 설명과 바른 발치 매우 맘에 들었습니다 무통주사도 좋았네요! 다만... 전 마취가 풀릴때쯤부터 정말 많이 아파서... 약효가 오래 가진 않나봐요 제몸이... 중간중간 아파서 오열하다가 약국에서 진통제 사서 병원약 먹는 주기 사이마다 하나씩 먹고 있어요... 새벽에도 도중에 깨서 오열하고.... ㅠㅠ
개인차가 있겠지만 병원은 굿입니다!",5,1,,,2019.11.01,chan****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"병원시설 깨끗하고 원장님 간단명료한 설명과 바른 발치 매우 맘에 들었습니다 무통주사도 좋았네요! 다만... 전 마취가 풀릴때쯤부터 정말 많이 아파서... 약효가 오래 가진 않나봐요 제몸이... 중간중간 아파서 오열하다가 약국에서 진통제 사서 병원약 먹는 주기 사이마다 하나씩 먹고 있어요... 새벽에도 도중에 깨서 오열하고.... ㅠㅠ
개인차가 있겠지만 병원은 굿입니다!",,,,
201455,7545998,"의사선생님도 친절하시고 간호사분들도 친절하셔서 좋았어요 
매복니라서 엄청 고통스럽게 빠질 줄 알았는데 너무 순식간에 빠져서 놀랐어요
덜 아팠구요!! 다음에 다른 사랑니빼러올때 또 오고싶어요~감사해요!",5,1,,,2019.11.01,ustv****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"의사선생님도 친절하시고 간호사분들도 친절하셔서 좋았어요 
매복니라서 엄청 고통스럽게 빠질 줄 알았는데 너무 순식간에 빠져서 놀랐어요
덜 아팠구요!! 다음에 다른 사랑니빼러올때 또 오고싶어요~감사해요!",,,,
201455,7477444,의사선생님 너무 친절하시고요!! 하나도 안아프게 잘 뽑았습니다~,5,1,,,2019.11.01,soom****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,의사선생님 너무 친절하시고요!! 하나도 안아프게 잘 뽑았습니다~,,,,
201455,7462739,일단 거기 계신 실장님이나 치위생사분들 의사 선생님 모두 엄청 친절하셨어요! 처음에 마취 들어갈때 무서워서 손 꾸욱 쥐니까 손 한 번 슥 잡아주시고ㅠㅠ 의사 선생님도 계속 말 걸어주셨습니다. 제일 좋았던건 마취가 정말 1도 안아픕니다. 한의원 침 같이 얇은 침이 그냥 숙 들어가는 느낌? 이 뽑는것도 얼마 안걸려서 그냥 슥슥 뽑으시고 ㅠㅠ 왼 쪽 위아래 뽑았는데 뽑는 시간만 5분 안 걸린것 같습니다. 뽑고나서도 처음에만 좀 붓고 얼음찜질 해주니까 다 가라앉았고 오늘 이틀짼데 진통제 아직 안먹었는데도 하나도 안아픕니다 꼭 여기서 빼세요ㅠㅠ,5,1,,,2019.10.31,lthe****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,일단 거기 계신 실장님이나 치위생사분들 의사 선생님 모두 엄청 친절하셨어요! 처음에 마취 들어갈때 무서워서 손 꾸욱 쥐니까 손 한 번 슥 잡아주시고ㅠㅠ 의사 선생님도 계속 말 걸어주셨습니다. 제일 좋았던건 마취가 정말 1도 안아픕니다. 한의원 침 같이 얇은 침이 그냥 숙 들어가는 느낌? 이 뽑는것도 얼마 안걸려서 그냥 슥슥 뽑으시고 ㅠㅠ 왼 쪽 위아래 뽑았는데 뽑는 시간만 5분 안 걸린것 같습니다. 뽑고나서도 처음에만 좀 붓고 얼음찜질 해주니까 다 가라앉았고 오늘 이틀짼데 진통제 아직 안먹었는데도 하나도 안아픕니다 꼭 여기서 빼세요ㅠㅠ,,,,
201455,7448158,"선생님께서 엑스레이 찍은 사진 보여주시면서 
설명을 해주셔서 믿음이 갔고, 빼는건 별로 안아프고, 생각보다 괜찮다 했어요. 지시하신 대로 병원나가서 바로 약 사먹고, 집에와서 3시간 후쯤부턴 피도 많이 나고 아파서 진통제 하나 추가로 먹고 밤에 잠도 잘잤고요.  침삼킬때가 아프긴한데 아무래도 사랑니 뽑았는데 이정도는 예상했어서 그런지 다음에 남은것 하나도 뽑아야겠단 생각을 했고요. 의사선생님 옆에서 치료해주셨던 간호사선생님 진짜 치료할때  천사의 목소리처럼 느껴졌네요~ 불안함을 잊게해주는 ㅎㅎㅎ 거기 계신분들 다 친정하셨고~ 자기전에도 문자와서 불편한곳 있냐고 와서 아프다고 답장쓰고 잤네요~^^  만족합니다.!",5,1,,,2019.10.30,prom****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"선생님께서 엑스레이 찍은 사진 보여주시면서 
설명을 해주셔서 믿음이 갔고, 빼는건 별로 안아프고, 생각보다 괜찮다 했어요. 지시하신 대로 병원나가서 바로 약 사먹고, 집에와서 3시간 후쯤부턴 피도 많이 나고 아파서 진통제 하나 추가로 먹고 밤에 잠도 잘잤고요.  침삼킬때가 아프긴한데 아무래도 사랑니 뽑았는데 이정도는 예상했어서 그런지 다음에 남은것 하나도 뽑아야겠단 생각을 했고요. 의사선생님 옆에서 치료해주셨던 간호사선생님 진짜 치료할때  천사의 목소리처럼 느껴졌네요~ 불안함을 잊게해주는 ㅎㅎㅎ 거기 계신분들 다 친정하셨고~ 자기전에도 문자와서 불편한곳 있냐고 와서 아프다고 답장쓰고 잤네요~^^  만족합니다.!",,,,
201455,7451722,"일단 처음에 들어갔는데 치과 분위기가 갤러리같고 예뻐서 좋았어요!
무엇보다 발치 전에 원장님께서 정말 상세히 상담해주시고 궁금한건 다 물어보라고 해주셔서 불안감이 많이 줄어들더라구요.. 
마취도 진짜 하나도 안 아프고 아래 매복사랑니 두개 한번에 발치했는데도 발치도 하나도 안아팠어요.. 사후관리도 잘해주셔서 하나부터 열까지 진짜 완벽합니다ㅠㅠ 번창하세요!!",5,1,,,2019.10.30,sssb****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"일단 처음에 들어갔는데 치과 분위기가 갤러리같고 예뻐서 좋았어요!
무엇보다 발치 전에 원장님께서 정말 상세히 상담해주시고 궁금한건 다 물어보라고 해주셔서 불안감이 많이 줄어들더라구요.. 
마취도 진짜 하나도 안 아프고 아래 매복사랑니 두개 한번에 발치했는데도 발치도 하나도 안아팠어요.. 사후관리도 잘해주셔서 하나부터 열까지 진짜 완벽합니다ㅠㅠ 번창하세요!!",,,,
201455,7451306,"어제 오른쪽아래 매복사랑니 발치했는데 지금까지 통증하나없이 잘회복되고있네요 !
발치가된지 의심스러울정도에요 ㅋㅋ
무엇보다 상담시간에 궁금한사항에 대해서 제가 두서없이 말씀드렸을수도 있는데 끝까지 귀담아 들어주시고 상담해주셔서 더 감사했습니다  간호원분들도 정말 친절하셨어요~역시 명성대로 사랑니 발치의 전문 병원임니다!  발치 공포증 있으신분들 주저하지 마시고 사랑이 아프니치과로 오세요! ^^
별다섯개로는 부족하고 더많이 추천해드리고 싶은 병원입니다!^^",5,1,,,2019.10.30,gcgc****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"어제 오른쪽아래 매복사랑니 발치했는데 지금까지 통증하나없이 잘회복되고있네요 !
발치가된지 의심스러울정도에요 ㅋㅋ
무엇보다 상담시간에 궁금한사항에 대해서 제가 두서없이 말씀드렸을수도 있는데 끝까지 귀담아 들어주시고 상담해주셔서 더 감사했습니다  간호원분들도 정말 친절하셨어요~역시 명성대로 사랑니 발치의 전문 병원임니다!  발치 공포증 있으신분들 주저하지 마시고 사랑이 아프니치과로 오세요! ^^
별다섯개로는 부족하고 더많이 추천해드리고 싶은 병원입니다!^^",,,,
201455,7442676,일단 원장님이 이해하기쉽게 설명해주시고 안아프게 뽑아주셔서 너무너무 만족스럽네요????????????,5,1,,,2019.10.29,gi24****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,일단 원장님이 이해하기쉽게 설명해주시고 안아프게 뽑아주셔서 너무너무 만족스럽네요????????????,,,,
201455,7425161,하나도 안아팠고 너무 친절하셨어요!,5,1,,,2019.10.28,bibi****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,하나도 안아팠고 너무 친절하셨어요!,,,,
201455,7428880,자득 겁먹고 방문했습니다!! 마취가 깨면 아프겠지!? 했는데 이건뭐 멍들때 드는 고통 정도네요! 아 전 참고로 매복 사랑니였고 유착도 있다해서 많이 부을수있다 하였던 환자에요! ㅎㅎ 안아파요 너무 만족합니다!! 어여 나아서 반대쪽도 후딱 뽑아야 겠어요!! 의사선생님이 말씀도 잘해주시고 모두다 친절하고 좋았어요^^,5,1,,,2019.10.28,styl****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,자득 겁먹고 방문했습니다!! 마취가 깨면 아프겠지!? 했는데 이건뭐 멍들때 드는 고통 정도네요! 아 전 참고로 매복 사랑니였고 유착도 있다해서 많이 부을수있다 하였던 환자에요! ㅎㅎ 안아파요 너무 만족합니다!! 어여 나아서 반대쪽도 후딱 뽑아야 겠어요!! 의사선생님이 말씀도 잘해주시고 모두다 친절하고 좋았어요^^,,,,
201455,7376604,"부담없이 딱 딱 하실 말씀만 하시고
다른분들이 스윗하다, 스윗하다하셔서
왜 그런가 했는데 긴장 풀어주려고 
쌤이 무지 친절하게 응대하시는게 
다른치과에서는 절대 쉽게 볼 수 없는 
서비스 마인드고 제스처나 이런것들도
재미나시고 쌤이 이렇게 훌륭하게 응대하시니
같이 근무하시는 위생사쌤들도
당연히 근무만족도 높아서 그러신지  
다른치과와 달리 행복해보이시고^^
얼굴도 예쁘시고 ^^
한가지만 말씀드리고 싶은것은
발치하고 나서 프런트에서 마취중인 환자들
고려해서 말씀을 좀 차근차근 해주셨음
한다는 점 정도? 
손님이 많으니 하신 말을
또하고 또하고 지겹겠지만 
조금만 배려해주시면 너무나 사랑스러운
[사랑이아프니치과] 일거에요^^
안녕!",5,1,,,2019.10.25,osol****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"부담없이 딱 딱 하실 말씀만 하시고
다른분들이 스윗하다, 스윗하다하셔서
왜 그런가 했는데 긴장 풀어주려고 
쌤이 무지 친절하게 응대하시는게 
다른치과에서는 절대 쉽게 볼 수 없는 
서비스 마인드고 제스처나 이런것들도
재미나시고 쌤이 이렇게 훌륭하게 응대하시니
같이 근무하시는 위생사쌤들도
당연히 근무만족도 높아서 그러신지  
다른치과와 달리 행복해보이시고^^
얼굴도 예쁘시고 ^^
한가지만 말씀드리고 싶은것은
발치하고 나서 프런트에서 마취중인 환자들
고려해서 말씀을 좀 차근차근 해주셨음
한다는 점 정도? 
손님이 많으니 하신 말을
또하고 또하고 지겹겠지만 
조금만 배려해주시면 너무나 사랑스러운
[사랑이아프니치과] 일거에요^^
안녕!",,,,
201455,7362008,"의사선생님 정말 친절하시구요, 매복옆으로 난거 아래 둘다 하루에 뽑았는데 마취주사 무통이라 일도 안아프구요, 뽑는것도 하나도 안아프구, 또 저는 뺀 다음에도 통증이 거의 없어서 초코케익도 바로 먹었어요 ㅎㅎㅎㅎ 추천합니다",5,1,,,2019.10.24,n_st****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,"의사선생님 정말 친절하시구요, 매복옆으로 난거 아래 둘다 하루에 뽑았는데 마취주사 무통이라 일도 안아프구요, 뽑는것도 하나도 안아프구, 또 저는 뺀 다음에도 통증이 거의 없어서 초코케익도 바로 먹었어요 ㅎㅎㅎㅎ 추천합니다",,,,
201455,7372663,매복에 누워있는 사랑니였는데 친절하게 상담도 해주시고 과잉 진료도 안 하시고 너무 좋았습니다! 처음 뺐을 때만 살짝 붓고 그 뒤로는 붓지도 않았어요! 의사 선생님도 간호사 분들도 카운터 직원 분도 모두 친절하셔서 다음에 사랑니 뽑을 때도 재방문할 계획입니다!,5,1,,,2019.10.24,hele****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,매복에 누워있는 사랑니였는데 친절하게 상담도 해주시고 과잉 진료도 안 하시고 너무 좋았습니다! 처음 뺐을 때만 살짝 붓고 그 뒤로는 붓지도 않았어요! 의사 선생님도 간호사 분들도 카운터 직원 분도 모두 친절하셔서 다음에 사랑니 뽑을 때도 재방문할 계획입니다!,,,,
201455,7371135,4개 한 번에 뽑았는데 통증도 없고 첫날부터 통닭 뜯었어요 ㅎㅎ 친절하시고 좋습니다,5,1,,,2019.10.24,pc72****,홍대점 치료방문예약,사랑이아프니치과의원 홍대점,,false,4개 한 번에 뽑았는데 통증도 없고 첫날부터 통닭 뜯었어요 ㅎㅎ 친절하시고 좋습니다,,,,
