bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList/0,body/0/isHighlight,body/0/text,resourceUrlList/1
163999,7421590,"사진찍을때마다 벌어진 앞니가 신경쓰여 큰맘먹고 교정했어요~~제상황, 원하는 방향 다 고려해주시고 정말 이쁜치아로 만들어주셨어요~~/ 다른데보다 싸거 놀라고 교정기간이 짧아서 더 놀라고 완성된치아 이뻐서 만족용 ㅋ 3개월 후 정기검진이 기다려지네요.",5,1,,,2019.10.29,gmlr****,ATA치과 예약하기,에이티에이치과의원,,false,"사진찍을때마다 벌어진 앞니가 신경쓰여 큰맘먹고 교정했어요~~제상황, 원하는 방향 다 고려해주시고 정말 이쁜치아로 만들어주셨어요~~/ 다른데보다 싸거 놀라고 교정기간이 짧아서 더 놀라고 완성된치아 이뻐서 만족용 ㅋ 3개월 후 정기검진이 기다려지네요.",
163999,7725123,친절하신 원장님과 직원분들덕에 사십년만에 치과에대한 공포가 사라지고 만족스러운 교정치료를 받게되었습니다. 주위에 교정생각하는분에겐 무조건 권유할만한곳입니다.,5,1,,,2019.10.25,ning****,ATA치과 예약하기,에이티에이치과의원,,false,친절하신 원장님과 직원분들덕에 사십년만에 치과에대한 공포가 사라지고 만족스러운 교정치료를 받게되었습니다. 주위에 교정생각하는분에겐 무조건 권유할만한곳입니다.,
163999,7335655,"늦은 나이에 치아 교정이 너무 하고싶어 
에이티에이 치과를 방문 하게되었습니다
오래 걸릴것만 같엤지만 생각지도 못하게 단 5개월만에 이쁜 치아를 얻게 되어서 너무 기뻐요 ㅠㅠ !!
에이티에이 치과 강추 합니다 !!",5,1,,https://naverbooking-phinf.pstatic.net/20191022_75/1571742986846vcr0L_JPEG/image.jpg,2019.10.23,beau****,ATA치과 예약하기,에이티에이치과의원,,false,"늦은 나이에 치아 교정이 너무 하고싶어 
에이티에이 치과를 방문 하게되었습니다
오래 걸릴것만 같엤지만 생각지도 못하게 단 5개월만에 이쁜 치아를 얻게 되어서 너무 기뻐요 ㅠㅠ !!
에이티에이 치과 강추 합니다 !!",
163999,7321474,짧은 기간이었지만 6개월 만에 교정 마무리했습니다. 치아 높낮이 교정이 잘 됐고 매우 만족합니다. 감사합니다.,4,1,,,2019.10.22,dohe****,ATA치과 예약하기,에이티에이치과의원,,false,짧은 기간이었지만 6개월 만에 교정 마무리했습니다. 치아 높낮이 교정이 잘 됐고 매우 만족합니다. 감사합니다.,
163999,7321518,"저는 앞니가 크고 튀어 나온게 컴플렉스였는데 이벤트 가격으로 다른 치과에 비해 훨씬 저렴하게, 빠르게, 그리고 덜 아프게 교정했어용ㅠㅠ♥ 윗니는 첫 5개월 정도는 설측교정으로 이 안 쪽에 교정장치를 하며 뻐드러졌던 치열을 고르게 펴줬고, 그 후에는 붙여놓았던 교정장치를 떼고 꼈다 뺐다하는 투명교정장치를 3개월 정도 쓰며 치아를 안으로 밀었어요! 아랫니는 원장쌤께서 치열은 고르기 때문에 안으로 조금만 밀면 될 것 같다 하셔서 처음부터 끝까지 투명교정장치만 꼈다 뺐다 했어요~ 발치도 안했는데 8개월 만에 치아가 고라지고 입도 정말 많이 들어가서 너무 신기하고 감격스럽고 만족스러워서 지인들에게 여기 치과 열심히 홍보하고 있어요ㅜㅜ♥ 실력 뿐만 아니라 원장님 직원분들 다 너무 친절하셔서 더욱 좋았습니다! 감사했어요",5,1,,https://naverbooking-phinf.pstatic.net/20191021_251/15716429828707AI2W_JPEG/image.jpg,2019.10.22,8090****,ATA치과 예약하기,에이티에이치과의원,,false,"저는 앞니가 크고 튀어 나온게 컴플렉스였는데 이벤트 가격으로 다른 치과에 비해 훨씬 저렴하게, 빠르게, 그리고 덜 아프게 교정했어용ㅠㅠ♥ 윗니는 첫 5개월 정도는 설측교정으로 이 안 쪽에 교정장치를 하며 뻐드러졌던 치열을 고르게 펴줬고, 그 후에는 붙여놓았던 교정장치를 떼고 꼈다 뺐다하는 투명교정장치를 3개월 정도 쓰며 치아를 안으로 밀었어요! 아랫니는 원장쌤께서 치열은 고르기 때문에 안으로 조금만 밀면 될 것 같다 하셔서 처음부터 끝까지 투명교정장치만 꼈다 뺐다 했어요~ 발치도 안했는데 8개월 만에 치아가 고라지고 입도 정말 많이 들어가서 너무 신기하고 감격스럽고 만족스러워서 지인들에게 여기 치과 열심히 홍보하고 있어요ㅜㅜ♥ 실력 뿐만 아니라 원장님 직원분들 다 너무 친절하셔서 더욱 좋았습니다! 감사했어요",https://naverbooking-phinf.pstatic.net/20191021_26/1571642983071dJ9as_JPEG/image.jpg
163999,7428887,이재일원장님 정말 치료 잘하시네요,5,1,,,2019.10.24,shap****,ATA치과 예약하기,에이티에이치과의원,,false,이재일원장님 정말 치료 잘하시네요,
163999,7232869,설측교정 중 인데 정말 친절합니다.,5,1,,,2019.10.14,ak12****,ATA치과 예약하기,에이티에이치과의원,,false,설측교정 중 인데 정말 친절합니다.,
163999,7246630,올 1월부터 부분 교정 시작하면서 다니게 되었어요~~ 원래 아주 가까운 지인 분이 집 근처에서 치과병원을 크게 하셔서 다니다가 교정을 권유 하시길래 상담 받았는데 발치를 해야 하고 2~3년 걸린다길래 강남역 치과 6군데 돌아다니던중 건녀편 A치과에서 사기까지 당할뻔 하고 우여곡절이 많았어요 ㅎㅎ 부분교정으로 보고 갔더니 가는곳마다 발치 해야 한다 비용도 많게는 800만원까지 부르고... 마지막이다 생각하고 찾아간게 ATA치과 네요 ㅎㅎ 다른데서 다 안된다고 한거 발치 없이 5개월만에 부분교정 끝나서 가지런한 치아를 갖게 되었습니다 ㅎㅎ 교정이 끝나고도 세심하게 관리 잘 해주시네요 ㅎㅎ 치과는 무조건 ATA 치과 입니다!! 최고!!,5,1,,,2019.10.14,tmfq****,ATA치과 예약하기,에이티에이치과의원,,false,올 1월부터 부분 교정 시작하면서 다니게 되었어요~~ 원래 아주 가까운 지인 분이 집 근처에서 치과병원을 크게 하셔서 다니다가 교정을 권유 하시길래 상담 받았는데 발치를 해야 하고 2~3년 걸린다길래 강남역 치과 6군데 돌아다니던중 건녀편 A치과에서 사기까지 당할뻔 하고 우여곡절이 많았어요 ㅎㅎ 부분교정으로 보고 갔더니 가는곳마다 발치 해야 한다 비용도 많게는 800만원까지 부르고... 마지막이다 생각하고 찾아간게 ATA치과 네요 ㅎㅎ 다른데서 다 안된다고 한거 발치 없이 5개월만에 부분교정 끝나서 가지런한 치아를 갖게 되었습니다 ㅎㅎ 교정이 끝나고도 세심하게 관리 잘 해주시네요 ㅎㅎ 치과는 무조건 ATA 치과 입니다!! 최고!!,
163999,7187169,다들 친절하시구 원장님 진료 세세하게 잘해주십니다~,5,1,,,2019.10.14,12sk****,ATA치과 예약하기,에이티에이치과의원,,false,다들 친절하시구 원장님 진료 세세하게 잘해주십니다~,
163999,7178263,"실장님 친절한 상담 감사합니다.

간호사분들도 친절하시구요~

원장님도 친절하시고 실력 좋아요~ 위치도 좋아서 접근하기도 용이하구요.

추천합니다~^^",5,1,,https://naverbooking-phinf.pstatic.net/20191011_294/15707778976364ISyM_JPEG/image.jpg,2019.10.12,twis****,ATA치과 예약하기,에이티에이치과의원,,false,"실장님 친절한 상담 감사합니다.

간호사분들도 친절하시구요~

원장님도 친절하시고 실력 좋아요~ 위치도 좋아서 접근하기도 용이하구요.

추천합니다~^^",
163999,7168829,"2월부터 설측으로 부분교정을 진행했습니다 강남이라 예약은 항상 이주일전에는 잡고, 오면 대기시간이 있었지만 교정 결과에 대해서는 너무 만족합니다 
오늘 교정 마지막 검진을 받으면서 처음 찍은 사진을 봤는데 많이 가지런해졌고 실제로 평소느 사진찍을때 미소가 자연스러워져서 너무 만족합니다
특히 설측교정이어서 티안나게 예뻐진 느낌입니다 
매번 검진때마다 원장님이 체크해주시면서 불편한 점을 물어봐주셔서 마지막 모양까지 다듬을 수 있었네요",5,1,,,2019.10.11,cuty****,ATA치과 예약하기,에이티에이치과의원,,false,"2월부터 설측으로 부분교정을 진행했습니다 강남이라 예약은 항상 이주일전에는 잡고, 오면 대기시간이 있었지만 교정 결과에 대해서는 너무 만족합니다 
오늘 교정 마지막 검진을 받으면서 처음 찍은 사진을 봤는데 많이 가지런해졌고 실제로 평소느 사진찍을때 미소가 자연스러워져서 너무 만족합니다
특히 설측교정이어서 티안나게 예뻐진 느낌입니다 
매번 검진때마다 원장님이 체크해주시면서 불편한 점을 물어봐주셔서 마지막 모양까지 다듬을 수 있었네요",
163999,7164483,부정교합 치아교정 받았는데 분위기도 조용하고 선생님도 친절하셔서 기분좋게 치료 받았어요!!,5,1,,,2019.10.11,kms5****,ATA치과 예약하기,에이티에이치과의원,,false,부정교합 치아교정 받았는데 분위기도 조용하고 선생님도 친절하셔서 기분좋게 치료 받았어요!!,
163999,7136826,"완전 만족이예요~교정받을때 의사 선생님도 친절하셨고, 상담선생님들도 다 친절하셨답니다
쨌든 교정하실거라면 에이티에이치과 추천할게요??",5,1,,,2019.10.10,fpvk****,ATA치과 예약하기,에이티에이치과의원,,false,"완전 만족이예요~교정받을때 의사 선생님도 친절하셨고, 상담선생님들도 다 친절하셨답니다
쨌든 교정하실거라면 에이티에이치과 추천할게요??",
163999,7123749,"안쪽으로 해도 티는 나겟지햇는데 진짜 말하기전엔 다들모르고 송곳니때메 쫌 걸린댓지만 반년밖에 안걸려서 넘 만족합니당!
착착 진료봐주시는 쌤도 좋앗고 아. 직원분들이 너무친절해욬ㅋㅋ 매번 감사햇어용!!:)",5,1,,,2019.10.08,1515****,ATA치과 예약하기,에이티에이치과의원,,false,"안쪽으로 해도 티는 나겟지햇는데 진짜 말하기전엔 다들모르고 송곳니때메 쫌 걸린댓지만 반년밖에 안걸려서 넘 만족합니당!
착착 진료봐주시는 쌤도 좋앗고 아. 직원분들이 너무친절해욬ㅋㅋ 매번 감사햇어용!!:)",
163999,7071350,설측교정 찾아서 반신반의로 왔는데 진료 하는 내내 오길 잘했다 생각했어욬ㅋ 주변 지인에게 다 추천하고 있어요ㅎㅎㅎ항상친절하고 정학하게 해 주셔서 너무 좋습니다.,5,1,,,2019.10.05,dlvn****,ATA치과 예약하기,에이티에이치과의원,,false,설측교정 찾아서 반신반의로 왔는데 진료 하는 내내 오길 잘했다 생각했어욬ㅋ 주변 지인에게 다 추천하고 있어요ㅎㅎㅎ항상친절하고 정학하게 해 주셔서 너무 좋습니다.,
163999,7071474,"너무 좋았습니다! 교정해야되는데 아플까봐 아니면 보이는게 싫어서 계속 미렀는데, ATA치과에서 티도 안나고 아프지도 안했습니다! 서비스도 너무 좋았습니다! 직원분들 모두 너무 친절하시고 계속 챙겨주셔서 감사합니다. ?? ATA 치과에 교정해서 너무 만족합니다!",5,1,,,2019.10.05,xxxy****,ATA치과 예약하기,에이티에이치과의원,,false,"너무 좋았습니다! 교정해야되는데 아플까봐 아니면 보이는게 싫어서 계속 미렀는데, ATA치과에서 티도 안나고 아프지도 안했습니다! 서비스도 너무 좋았습니다! 직원분들 모두 너무 친절하시고 계속 챙겨주셔서 감사합니다. ?? ATA 치과에 교정해서 너무 만족합니다!",
163999,7466681,아시는 분이 소개해주셔서 왓어요~ 신경치료는 처음이라 걱정도 많이되고 겁도 많아서 무서웠는데 원장님께서 친절하시고 상담도 꼼꼼히 해주셔서 믿고 할 수 있었던거 같아요. 임플란트 교정도 잘하시는지 유명한가봐요! 남은 치료도 잘 부탁드립니다!^^,5,1,,https://naverbooking-phinf.pstatic.net/20191101_279/1572598137561JiaIv_JPEG/image.jpg,2019.10.04,neul****,ATA치과 예약하기,에이티에이치과의원,,false,아시는 분이 소개해주셔서 왓어요~ 신경치료는 처음이라 걱정도 많이되고 겁도 많아서 무서웠는데 원장님께서 친절하시고 상담도 꼼꼼히 해주셔서 믿고 할 수 있었던거 같아요. 임플란트 교정도 잘하시는지 유명한가봐요! 남은 치료도 잘 부탁드립니다!^^,
163999,7036753,설측으로 단기간에 해서 티도 안나고 빨리 교정마무리 할 수 있어서 좋았어요,5,1,,,2019.10.04,lahg****,ATA치과 예약하기,에이티에이치과의원,,false,설측으로 단기간에 해서 티도 안나고 빨리 교정마무리 할 수 있어서 좋았어요,
163999,7028577,처음에는직장근처로알아본거라 아무생각없이왔는데 진료를 받고나니 시설도 너무 깨끗하고 직원분들도 너무친절하게대해주셔서 너무 감사했습니다. 교정하고나서 주의사람들이 많이 이뻐졌다고 했어요~ 감사합니다??,5,1,,,2019.10.02,dlfg****,ATA치과 예약하기,에이티에이치과의원,,false,처음에는직장근처로알아본거라 아무생각없이왔는데 진료를 받고나니 시설도 너무 깨끗하고 직원분들도 너무친절하게대해주셔서 너무 감사했습니다. 교정하고나서 주의사람들이 많이 이뻐졌다고 했어요~ 감사합니다??,
163999,7026137,"투명치과에서 발치후 교정실패로 ata치과에서 재교정시작하고 1년2개월만에 교정 완료했습니다! 투명치과에 교정비용 날린상태라 가격적으로도 신경많이 써주셔서 감사했어요ㅠㅠ 
교정하는내내 예약이며 서비스면에서 불편한점없이 매우만족스러웠고  교정진료면에서도 정말 만족합니다 원장님도 친절하고 꼼꼼하게 신경써주신덕분에 빠른시간에 잘 마무리된것같아요 
교정고민하시는분들께 꼭 추천드릴께요 
교정마무리하며 감사한맘에 후기남깁니다 감사합니다~^^",5,1,,,2019.10.02,sysy****,ATA치과 예약하기,에이티에이치과의원,,false,"투명치과에서 발치후 교정실패로 ata치과에서 재교정시작하고 1년2개월만에 교정 완료했습니다! 투명치과에 교정비용 날린상태라 가격적으로도 신경많이 써주셔서 감사했어요ㅠㅠ 
교정하는내내 예약이며 서비스면에서 불편한점없이 매우만족스러웠고  교정진료면에서도 정말 만족합니다 원장님도 친절하고 꼼꼼하게 신경써주신덕분에 빠른시간에 잘 마무리된것같아요 
교정고민하시는분들께 꼭 추천드릴께요 
교정마무리하며 감사한맘에 후기남깁니다 감사합니다~^^",
163999,7020703,"예쁘게 잘된것 같아요 
하악 부분 치아 두개 돌아간 부분 교정했구요
설측이라 교정 티안나구 편했구
교정기 제거할때 윗니 깨진것도 정리해주셨습니당..
금액도 많이 비싸지 않아서 좋았던것같아요~ 굿",5,1,,,2019.10.01,qksd****,ATA치과 예약하기,에이티에이치과의원,,false,"예쁘게 잘된것 같아요 
하악 부분 치아 두개 돌아간 부분 교정했구요
설측이라 교정 티안나구 편했구
교정기 제거할때 윗니 깨진것도 정리해주셨습니당..
금액도 많이 비싸지 않아서 좋았던것같아요~ 굿",
163999,7015224,"두근두근 일년간의 교정시간이 드뎌 지나갔다
아프다고 징징 불편하다고 징징......
거리는 나의 마음 이해해주고 한결같은 친절함으로 잘 대해주셔서 매우 만족스럽게 잘끝났네요
편안하고 꼼꼼하게 잘 봐주셔서 감사합니다
ATA 치고 묻지도 따지지도 말고 강추 합니다
망설이시는 분들 고민말고 선택하셔도 좋습니다",5,1,,,2019.10.01,sooj****,ATA치과 예약하기,에이티에이치과의원,,false,"두근두근 일년간의 교정시간이 드뎌 지나갔다
아프다고 징징 불편하다고 징징......
거리는 나의 마음 이해해주고 한결같은 친절함으로 잘 대해주셔서 매우 만족스럽게 잘끝났네요
편안하고 꼼꼼하게 잘 봐주셔서 감사합니다
ATA 치고 묻지도 따지지도 말고 강추 합니다
망설이시는 분들 고민말고 선택하셔도 좋습니다",
163999,6973044,"치료도 당연 꼼꼼하게 잘해주시고, 하나 하나 신경 엄청써주는것이 느껴져서 젛아요 모두 친철하시고",5,1,,,2019.09.28,h182****,ATA치과 예약하기,에이티에이치과의원,,false,"치료도 당연 꼼꼼하게 잘해주시고, 하나 하나 신경 엄청써주는것이 느껴져서 젛아요 모두 친철하시고",
163999,7048847,"원했던대로 빨리 교정끝낼수있어서 너무 좋았어요!! 꼼꼼히 잘 관리,체크해주셔서 만족입니다!!",5,1,,,2019.09.28,qkdg****,ATA치과 예약하기,에이티에이치과의원,,false,"원했던대로 빨리 교정끝낼수있어서 너무 좋았어요!! 꼼꼼히 잘 관리,체크해주셔서 만족입니다!!",
163999,6971181,"2월부터 9월까지 8개월 동안 다녀왔습니다 .
잇몸이 염증 있어서 교정 시작했습니다 .
우선 야긴진단 있어서 직장인에게 아주 좋습니다. 
또한 의사선생님과 원장님은 다 친절하시고 모르는거 있으면 바로 설면 해주셔서 외국인로서도 불편한거 없습니다.
다른치과보다 빨르게 끝날 수 있고 안쪽에 해서도 가성비 높은편이라서 다닐만합니다^^
만족합니다.감사합니다.",5,1,,,2019.09.27,jdwj****,ATA치과 예약하기,에이티에이치과의원,치아교정,false,"2월부터 9월까지 8개월 동안 다녀왔습니다 .
잇몸이 염증 있어서 교정 시작했습니다 .
우선 야긴진단 있어서 직장인에게 아주 좋습니다. 
또한 의사선생님과 원장님은 다 친절하시고 모르는거 있으면 바로 설면 해주셔서 외국인로서도 불편한거 없습니다.
다른치과보다 빨르게 끝날 수 있고 안쪽에 해서도 가성비 높은편이라서 다닐만합니다^^
만족합니다.감사합니다.",
163999,6960382,"아래쪽 치아가 사랑니가 밀어서 삐뚤어져서 신경이 쓰여서 이벤트 보고 예약잡아서 방문하게 되었어요~ ^^
일단 원장님 설명을 너무 잘해주셨고, 처음보는 디지털 장비로 치아를 스캔해서 교정을 진행하더라구요~ (신기방기)
직원분들도 친절해서 이렇게 후기 남기네요~
치아교정 마무리 잘해주셔서 감사해요~",5,1,,https://naverbooking-phinf.pstatic.net/20190926_218/1569483147964zIl8y_JPEG/%BF%F8%B3%BB%BB%E7%C1%F8.jpg,2019.09.25,byju****,ATA치과 예약하기,에이티에이치과의원,충치검진,false,"아래쪽 치아가 사랑니가 밀어서 삐뚤어져서 신경이 쓰여서 이벤트 보고 예약잡아서 방문하게 되었어요~ ^^
일단 원장님 설명을 너무 잘해주셨고, 처음보는 디지털 장비로 치아를 스캔해서 교정을 진행하더라구요~ (신기방기)
직원분들도 친절해서 이렇게 후기 남기네요~
치아교정 마무리 잘해주셔서 감사해요~",
163999,6945400,"예전에 치과 치료 경험상 마취를 해도 아파 걱정했는데
마취조차 안아파서 신세계를 경험한것같습니다.",5,1,,,2019.09.24,7289****,ATA치과 예약하기,에이티에이치과의원,치아교정,false,"예전에 치과 치료 경험상 마취를 해도 아파 걱정했는데
마취조차 안아파서 신세계를 경험한것같습니다.",
