bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,replyRegDate
218642,1578982,원장님은 늘 친절하시고 꼼꼼하게 해주십니다.,5,1,,,2018.01.12,0603****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,원장님은 늘 친절하시고 꼼꼼하게 해주십니다.,
218642,1575108,잘 다녀왔어요.,5,1,,,2018.01.11,swea****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,잘 다녀왔어요.,
218642,1526402,네이버 예약으로 또 재진 받고 왔습니다 항상 잘봐주셔서 감사해요:),5,1,,,2018.01.02,ange****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,네이버 예약으로 또 재진 받고 왔습니다 항상 잘봐주셔서 감사해요:),
218642,1448887,항상 이용하는 푸른나무 치과 만족합니다:),5,1,,,2017.12.22,ange****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,항상 이용하는 푸른나무 치과 만족합니다:),
218642,1444184,만족합니다,4,1,,,2017.12.21,tpgh****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,만족합니다,
218642,1406307,넘조아요 ㅎㅎ,5,1,,,2017.12.11,jiss****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,넘조아요 ㅎㅎ,
218642,1378721,원장님이 친절하시고 실력도 좋습니다:),5,1,,,2017.12.05,0603****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,원장님이 친절하시고 실력도 좋습니다:),
218642,975189,좋았습니다.,4,1,,,2017.08.19,than****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,좋았습니다.,
218642,976097,"치과분위기가 카페같아서 마음이 편안했고 친절하게 증상을 설명해주셨습니다 장기적으로
 교정하시는분들 추천해드려요",5,1,,,2017.08.18,ggy6****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"치과분위기가 카페같아서 마음이 편안했고 친절하게 증상을 설명해주셨습니다 장기적으로
 교정하시는분들 추천해드려요",
218642,925152,너무 친절하고 좋아요,5,1,,,2017.08.04,qha4****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,너무 친절하고 좋아요,
218642,897623,넘나좋아여,5,1,,,2017.07.31,jaeg****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,넘나좋아여,
218642,769701,"예약잘되어서 치료받았습니다
친절하시고 교통편이 좋네요~",5,1,,,2017.04.24,draw****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,"예약잘되어서 치료받았습니다
친절하시고 교통편이 좋네요~",
218642,531057,네이버예약이 병원에서는 확인안된다고 하네요;;,4,1,,,2017.04.04,dusg****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,네이버예약이 병원에서는 확인안된다고 하네요;;,
218642,332723,간편하고 좋앗습니다,5,1,유진님 감사합니다♡ 좋은 모습 보일 수있도록 노력할께요♡,,2017.01.16,aso2****,44354 푸른나무치과의원 default 상품,푸른나무치과의원,,false,간편하고 좋앗습니다,2017.01.18 12:41:58
