bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,replyRegDate,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text
78349,6073956,지금  이 씌우는 중인데  본 떠놓고 일주일후에 방문했는데  사이즈가 안 맞는다고 다시 본뜨고 왔습니다 3시에도착해서 5시 넘도록 있었고요 이  씌워보시며 높이 사이즈 조정했는데요 20번도 넘게 넣었다 뺐다 하고 입 옆은 어떤기구로 쓸리셨는지 다 까져서 브르트고요!!!! 이 몸 벌려야한다고 피나도록 쑤시고 또 넣어다 빼고  안빠진다고 기구로빼시다  옆 이몸 글고... 하... 문제는 2시간을 하고도 너무 안맞아서 다시 본떠야 한다는 말뿐...  미안하고 고생했다는 말한마디 ..  시간은 시간대로 버리고 또 다시 이런 시술을해야 한다니 ㅡㅡ  이런 치과경험 처음 입니다,1,1,"안녕하세요 이 글을 최근에 발견하고 이제야 답변 드립니다. 그 후에도 더 오셔서 진료를 잘 마무리 해드리긴 했지만, 당시 불편감을 느끼셨던 부분에 대해 조금 더 세심하게 일찍 파악하고 답변드리지 못해서 죄송해요. 원장님들을 포함한 임직원들과 우리가 놓칠 수 있는, 부족한 부분에 대한 이야기를 많이 나누고 있습니다. 정기검진 때 오시면 더 좋은 모습으로 뵙겠습니다. 그동안 건강하세요~!",2019.08.28 14:01:15,,2019.07.21,wiwi****,스케일링,예미안치과의원,,false,지금  이 씌우는 중인데  본 떠놓고 일주일후에 방문했는데  사이즈가 안 맞는다고 다시 본뜨고 왔습니다 3시에도착해서 5시 넘도록 있었고요 이  씌워보시며 높이 사이즈 조정했는데요 20번도 넘게 넣었다 뺐다 하고 입 옆은 어떤기구로 쓸리셨는지 다 까져서 브르트고요!!!! 이 몸 벌려야한다고 피나도록 쑤시고 또 넣어다 빼고  안빠진다고 기구로빼시다  옆 이몸 글고... 하... 문제는 2시간을 하고도 너무 안맞아서 다시 본떠야 한다는 말뿐...  미안하고 고생했다는 말한마디 ..  시간은 시간대로 버리고 또 다시 이런 시술을해야 한다니 ㅡㅡ  이런 치과경험 처음 입니다
78349,5489300,친절하고 아프지않게 잘 치료받았습니다.,5,1,한번에 치료 많이 받으시느라 많이 힘드셨을텐데 잘 참아주셔서 감사합니다. 치료 받으신 부위 괜찮은지 적절한 시기에 체크 해드릴게요 조만간 뵙겠습니다!!,2019.07.14 13:06:12,,2019.06.17,bfg2****,치아 통증,예미안치과의원,,false,친절하고 아프지않게 잘 치료받았습니다.
78349,5040994,친절하고 죠아용 일욜에하니좋네요,5,1,이렇게 좋아해주시는 분들이 많아서 열심히 하고 있습니다 ^^ 남은 치료도 보험 들어놓으신것 확인 하면서 잘 진행해드릴게요!,2019.07.14 13:04:58,,2019.05.12,atll****,신규환자 예약,예미안치과의원,,false,친절하고 죠아용 일욜에하니좋네요
78349,4972821,좋았습니다,5,1,감사합니다! 관리 열심히 하시면 큰 문제는 없을 것 같아요. 정기검진 시기 되어서 한번 오시면 잘 봐드리겠습니다 ^^,2019.07.14 13:04:06,,2019.05.06,guro****,신규환자 예약,예미안치과의원,,false,좋았습니다
78349,4958546,저희 딸 치료를  잘해주시고 설명도 잘 해주셨어요!,5,1,아유 감사합니다. 휴일에 많이 붓고 아파하셔서 급하게 처치해드렸는데 그 이후로 괜찮으셨나 모르겠네요. 지금은 깨끗하게 다 치유되셨길 바랍니다. 항상 건강하세요 ^^,2019.07.14 13:03:07,,2019.05.05,syyu****,신규환자 예약,예미안치과의원,,false,저희 딸 치료를  잘해주시고 설명도 잘 해주셨어요!
78349,4873513,좋아요 감사합니다,5,1,답글이 너무 늦었네요. 꾸준히 잘 다녀주셔서 감사합니다 ^^ 항상 건강하세요!,2019.07.14 13:01:15,,2019.04.27,54ve****,기타 치과진료,예미안치과의원,,false,좋아요 감사합니다
78349,4523897,친절하고 좋아요!!,5,1,안녕하세요 답글이 너무 늦었네요! 충치가 깊었는데 신경 치료 안하고 진행했던 곳이 아프지 않아야 하는데 계속 걱정은 됩니다! 건강하게 쓰실 수 있도록 최선의 노력을 할게요. 감사합니다 ^^,2019.07.14 13:00:21,,2019.03.23,inhy****,스케일링,예미안치과의원,,false,친절하고 좋아요!!
78349,4235117,원장님 실장님 모두 친절하시고 진료도 너무너무 만족합니다 집에서 멀지만 다른 치과를 못가요 ㅎ 꼭 예미안치과를 찾게되는이유!,5,1,"안녕하세요 요 답글이 너무 늦었네요! 댁에서 멀리까지 꾸준히 다녀주셔서 저희가 너무 감사합니다!! 이제 슬슬 한번 또 오실 때가 되었는데, 그때 뵐게요 ^^",2019.07.14 12:58:14,,2019.02.19,miss****,기타 치과진료,예미안치과의원,,false,원장님 실장님 모두 친절하시고 진료도 너무너무 만족합니다 집에서 멀지만 다른 치과를 못가요 ㅎ 꼭 예미안치과를 찾게되는이유!
78349,4035120,일요일에 예약가능해서 너무 좋았고 아주 친절하셨어요,5,1,"안녕하세요 답글이 너무 늦었습니다. 만족하셨다니 다행이고, 다음에 또 뵐 일이 있으면 그때는 더욱 친절하게 대해드리겠습니다 ^^ 남은 치료는 미루지 말고 꼭 받으셔야합니다!",2019.07.14 12:54:12,,2019.01.27,tdra****,신규환자 예약,예미안치과의원,,false,일요일에 예약가능해서 너무 좋았고 아주 친절하셨어요
78349,3864404,친절하고  안아프게 치료해줘서 좋았습니다,5,1,답글이 너무 늦었네요. 힘들텐데 꾸준히 치료 받으러 잘 와주셔서 감사합니다 ^^,2019.07.14 12:49:21,,2019.01.06,kimy****,신규환자 예약,예미안치과의원,,false,친절하고  안아프게 치료해줘서 좋았습니다
78349,3865563,"치과는 꼭 여러 군데를 돌아보시기를 추천합니다.

친절하고 시설이 좋으나 과잉진료가 있습니다.
다른 치과와 총 치료비가 30배 차이가 나서 다른 곳으로 갔네요.
블로그에서는 보험이 되는 재료를 쓴다고 홍보하지만 아주 초기의 충치에만 사용이 가능합니다.",2,1,"안녕하세요 답글이 너무 늦었습니다. 저희가 보험 되는 치료만 해드렸는데, 총 치료비 30배 차이가 난다는게 어떤 말씀이신지 모르겠습니다. 치료계획에 대해서는 치과마다 차이가 있을 수 있겠지만 과잉진료가 있다는 말씀은 오해가 좀 있는것 같아서 아쉽습니다. 당연히 모든 충치에 보험이 되는 재료로만 치료할 수 있는 것은 아니기 때문에 적합한 치료를 권해드린것 때문인것 같습니다.",2019.07.14 12:52:52,,2019.01.05,shel****,신규환자 예약,예미안치과의원,,false,"치과는 꼭 여러 군데를 돌아보시기를 추천합니다.

친절하고 시설이 좋으나 과잉진료가 있습니다.
다른 치과와 총 치료비가 30배 차이가 나서 다른 곳으로 갔네요.
블로그에서는 보험이 되는 재료를 쓴다고 홍보하지만 아주 초기의 충치에만 사용이 가능합니다."
78349,3654587,원래 다니던 병원이 멀어져서 ㅠ 갑작스럽게 찾아간 곳임에도 불구하고 원장선생님을 비롯하여 직원분들 모두 너무 친절하게 안내해주시고 진료해주셔서~ 감사합니다~~ 서초동 인근 대만족스러운 병원입니다!^^,5,1,답글이 너무 늦었네요 감사합니다 ^^ 더욱 발전하고 만족감을 드리도록 노력하겠습니다,2019.07.14 12:36:57,,2018.12.11,asha****,신규환자 예약,예미안치과의원,,false,원래 다니던 병원이 멀어져서 ㅠ 갑작스럽게 찾아간 곳임에도 불구하고 원장선생님을 비롯하여 직원분들 모두 너무 친절하게 안내해주시고 진료해주셔서~ 감사합니다~~ 서초동 인근 대만족스러운 병원입니다!^^
78349,3570350,"너무나도 전직한, 과잉진료 하지않는 치과라 진료 받을때마다 만족해요. 한국에서 수많은 치과를 다녀봤지만, 이렇게 최대한 보험되는 상품으로 치료해주시고, 그냥 1년마다 검진만 받아라는 치과는 처음이었어요.^^ 이렇게 인터넷 예약까지 가능하니 참 편하네요. 저에 이어서 친정아빠까지 제대로 치료 받고있다는 소식에 참 감사한 마음입니다. 항상 친절하시고, 정직하게 진료해주셔서 감사합니다. 위치도 찾아가기 너무 좋고요. 치과 찾고 있으시다면 강력추천합니다!",5,1,"안녕하세요 답변이 너무 늦었네요. 오실 때마다 저희가 걱정도 많이 하고 잔소리도 많이 하는데, 이렇게 꾸준히 잘 다녀주셔서 저희가 감사합니다. 앞으로도 신경 많이 써드리도록 할게요. ",2019.07.14 12:36:25,,2018.11.08,cata****,신규환자 예약,예미안치과의원,,false,"너무나도 전직한, 과잉진료 하지않는 치과라 진료 받을때마다 만족해요. 한국에서 수많은 치과를 다녀봤지만, 이렇게 최대한 보험되는 상품으로 치료해주시고, 그냥 1년마다 검진만 받아라는 치과는 처음이었어요.^^ 이렇게 인터넷 예약까지 가능하니 참 편하네요. 저에 이어서 친정아빠까지 제대로 치료 받고있다는 소식에 참 감사한 마음입니다. 항상 친절하시고, 정직하게 진료해주셔서 감사합니다. 위치도 찾아가기 너무 좋고요. 치과 찾고 있으시다면 강력추천합니다!"
78349,3274469,예약한 시간대에 잘 이용했습니다.,5,1,감사합니다. 예약한 시간에 대기가 길지 않도록 저희가 노력 많이 하겠습니다!,2019.07.14 10:50:15,,2018.10.15,54ve****,기타 치과진료,예미안치과의원,,false,예약한 시간대에 잘 이용했습니다.
78349,3229864,이용 잘했습니다,5,1,답글이 너무 늦어서 죄송해요. 다음에 오실 때도 만족하실 수 있도록 노력하겠습니다 :),2019.07.14 10:49:49,,2018.10.02,luna****,건강보험 레진,예미안치과의원,,false,이용 잘했습니다
78349,3147748,예약한 시간대에 진료 잘 받았습니다 :),5,1,"답글이 너무 늦었네요. 만족하셨다니 정말 다행입니다. 야간진료 시간에는 환자가 많아서 다소 기다리실 수도 있지만, 최대한 늦어지지 않도록 저희가 앞으로도  신경 많이 쓰겠습니다.",2019.07.14 10:49:29,,2018.09.27,luna****,스케일링,예미안치과의원,,false,예약한 시간대에 진료 잘 받았습니다 :)
78349,3062688,친절하고 과잉진료하지 않아 좋아요!,5,1,답글이 너무 늦었네요. 감사합니다. 만족감을 느끼셨다니 저희도 기쁩니다 ^^,2019.07.14 10:48:42,,2018.09.14,soph****,충치치료,예미안치과의원,,false,친절하고 과잉진료하지 않아 좋아요!
78349,2998902,예악한 시간에 제대로 진료 받았습니다.,5,1,답글이 너무 늦었네요. 감사합니다 불편하고 아픈 부분 있으면 언제든 찾아오세요 ^^,2019.07.14 10:48:25,,2018.09.03,sang****,기타 치과진료,예미안치과의원,,false,예악한 시간에 제대로 진료 받았습니다.
78349,2774089,좋아요 친절해요 ㅎ,5,1,답글이 너무 늦었네요. 감사합니다 불편하고 아픈 부분 있으면 언제든 찾아오세요 ^^,2019.07.14 10:48:19,,2018.08.05,park****,신규환자 예약,예미안치과의원,,false,좋아요 친절해요 ㅎ
78349,2252477,"신경치료를 받으러 갔는데 너무 좋습니다!
다른 병원에서 신경 치료를 받다가 낫질 않아서 예미안으로 왔는데요, 현재 이 상태에 대해 잘 설명해주시고 진료도 잘해주십니다.
제가 치아 상태가 전반적으로 안 좋은데 여기서 전부 치료하려고요~",5,1,"안녕하세요 제가 답글이 너무 늦었습니다 :) 어려운 치료 잘 따라와주셔서 감사해요. 다른 치과에서 치료받으신 부분에 대하여 예후가 불확실한 부분이 있지만, 좋은 결과 만들 수 있도록 최선을 다해 치료해드리겠습니다 ^^",2018.06.19 13:46:48,,2018.05.13,lhjg****,신규환자 예약,예미안치과의원,,false,"신경치료를 받으러 갔는데 너무 좋습니다!
다른 병원에서 신경 치료를 받다가 낫질 않아서 예미안으로 왔는데요, 현재 이 상태에 대해 잘 설명해주시고 진료도 잘해주십니다.
제가 치아 상태가 전반적으로 안 좋은데 여기서 전부 치료하려고요~"
78349,1870232,갈때마다 친절하셔용 모두들 ㅎㅎ 잇몸치료 안아프게 잘했어요,5,1,안녕하세요. 송원장이에요. 치과 다니시느라 고생하셨죠 ㅎㅎ 그 뒤로는 괜찮으신가요? 답글 기능이 익숙하지 않아서 이제서야 답글 남깁니다. 불편한 부분은 언제든 와서 상의해주세요~ 리뷰 너무 감사해요 ^^,2018.06.19 13:47:57,,2018.03.01,1428****,스케일링,예미안치과의원,,false,갈때마다 친절하셔용 모두들 ㅎㅎ 잇몸치료 안아프게 잘했어요
78349,1806165,잇몸이 너무 안좋아서 갔는데 치료방향부터 친절하게 설명해주시고 양심진료 해주시는 곳 맞아요^^,5,1,1년도 훌쩍 넘은 리뷰 남겨주셨던걸 지금 봤네요! 걱정도 많이 하고 고생하셨을텐데 크게 나쁜 결과가 아니어서 다행입니다. 작년 치료 후에 괜찮으신지 확인할 수 있도록 조만간 한번 와주시면 좋겠네요 ^^,2019.07.14 13:11:06,https://naverbooking-phinf.pstatic.net/20180220_76/1519092415653TmXPh_JPEG/image.jpg,2018.02.19,1428****,잇몸 통증,예미안치과의원,,false,잇몸이 너무 안좋아서 갔는데 치료방향부터 친절하게 설명해주시고 양심진료 해주시는 곳 맞아요^^
78349,1718555,"불친절해요
인사도 안하고 스켈링했는데
신입이 해주는건지
얼굴에 물 사방으로 튀기고
스켈링도 전체적으로 안해주는거같아요
다른곳이랑 다른거같네요
추천안해요",1,1,"안녕하세요 송정현 원장입니다. 저희가 일요일에 응급환자분이 많던 와중에 꼼꼼하게 챙겨드리지 못한 부분이 있었나봅니다. 항상 최고의 만족감을 드리기 위하여 노력하지만 이번에 저희가 부족한 부분을 보여드리게 되어 가슴이 아픕니다. 질책해주신 부분에 대해 깊이 고민하고 개선하도록 최선을 다하겠습니다. 친절하고 꼼꼼한 스케일링이 저희의 자랑중에 하나인데... ㅜㅜ 불편하셨던 부분에 대하여 진심으로 죄송하오며, 추후 기회가 된다면 웃으며 돌아가실 수 있도록 마음을 다하겠습니다.",2018.02.05 18:14:56,,2018.02.04,s5nm****,신규환자 예약,예미안치과의원,,false,"불친절해요
인사도 안하고 스켈링했는데
신입이 해주는건지
얼굴에 물 사방으로 튀기고
스켈링도 전체적으로 안해주는거같아요
다른곳이랑 다른거같네요
추천안해요"
78349,1704662,친절합니다,5,1,안녕하세요. 생각지도 못한 검사소견에 마음이 다소 불편하셨을텐데 좋게 평가해주셔서 감사합니다. 말씀드렸듯이 최선을 다해 좋은 결과 내도록 섬세하게 치료해드릴테니 너무 걱정 마십시오 :),2018.02.05 18:08:50,,2018.02.02,cone****,신규환자 예약,예미안치과의원,,false,친절합니다
78349,1657707,친절하고 양심적으로 진료해주셨습니다. 만족합니다.,5,1,감사합니다. 앞으로도 좋은 모습 보여드리고 만족스럽게 치료해드릴 수 있도록 노력하겠습니다. :),2018.02.05 18:05:29,,2018.01.13,256k****,신규환자 예약,예미안치과의원,,false,친절하고 양심적으로 진료해주셨습니다. 만족합니다.
78349,1458548,일요일에 문여는 치과가 없는 상황에서 멀리까지 찾아갔는데 진료가 가능한 것도 감사한데 치료도 잘해주시고 끝까지 친절하셨습니다.,5,1,답글 기능이 있는줄 모르고 이제서야 답변드립니다. 바쁘신 와중에서도 꾸준히 와주셔서 감사했어요. 조금 한가해지시면 다시 뵙겠습니다. 좋은 말씀 진심으로 감사드립니다 ^^,2018.02.05 18:04:23,,2017.12.24,mhwa****,신규환자 예약,예미안치과의원,,false,일요일에 문여는 치과가 없는 상황에서 멀리까지 찾아갔는데 진료가 가능한 것도 감사한데 치료도 잘해주시고 끝까지 친절하셨습니다.
78349,805556,전 사실 잘 모르겠네요. 너무 기대하고 갔나봅니다.,3,1,"안녕하세요 답글 기능을 지금에서야 알게 되어 뒤늦게 답변드립니다. 충치 상태에 따라서 적절한 치료가 다른 만큼, 모든 경우에 원하시는 대로 치료가 되지는 않을 수도 있다는 점에 대해 당시 설명드렸습니다만, 아무래도 생각지 못한 치료를 받게 되셨다면 마음이 불편하셨을거라는 점 충분히 이해하고 있습니다. 꼭 보험이 되는 치료를 원하시면 선택가능한 다른 재료나 치료법도 있으니 추후 기회가 된다면 자세히 설명드리도록 하겠습니다.",2018.02.05 18:21:00,,2017.07.10,minh****,건강보험 레진,예미안치과의원,,false,전 사실 잘 모르겠네요. 너무 기대하고 갔나봅니다.
78349,661889,너무  친절햇고  아프지 않게 해주셔셔 좋았 습니다,5,1,"안녕하세요 제가 답변 기능을 얼마 전에 알아서 이제서야 남깁니다 ^^ 오랜 시간 힘들어도 치료 잘 받아주셔서 진심으로 감사히 생각하고 있습니다. 이제 저희 치과에서 뵙기 어려워도, 계속 관리 잘 하시고 건강하게 지내시길 마음 깊이 기원합니다. 언제 시간 나면 한번 또 들러주세요 ^^",2018.02.05 18:23:57,,2017.05.15,chao****,신규환자 예약,예미안치과의원,,false,너무  친절햇고  아프지 않게 해주셔셔 좋았 습니다
