bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,resourceUrlList/1
259552,7233397,"간단한 스케일링 하러 갔었는데,
여러가지 상담도 잘 해주고 병원직원분들도 친절하고
예뻐서 다음에 또 방문할 의향이 있습니다~!~!잘하고 왔어요 ^^",5,1,,,2019.10.15,tmdw****,티유치과의원,티유치과의원,,false,"간단한 스케일링 하러 갔었는데,
여러가지 상담도 잘 해주고 병원직원분들도 친절하고
예뻐서 다음에 또 방문할 의향이 있습니다~!~!잘하고 왔어요 ^^",
259552,7233433,"회사 근처에 새로 오픈해서 가봤는데
인테리어부터 너무 세련되고 무엇보다 너무 친절해서 좋았습니다
치아 검진 겸 스케일링, 미백 등 받으려고 갔는데
여러가지 체크해주시고 말씀주셔서 도움이 많이 되었습니다
정말 편하게 시술 받고 와서 기분이 좋네요ㅎㅎ 자주 이용하겠습니다~!",5,1,,,2019.10.15,ekgm****,티유치과의원,티유치과의원,,false,"회사 근처에 새로 오픈해서 가봤는데
인테리어부터 너무 세련되고 무엇보다 너무 친절해서 좋았습니다
치아 검진 겸 스케일링, 미백 등 받으려고 갔는데
여러가지 체크해주시고 말씀주셔서 도움이 많이 되었습니다
정말 편하게 시술 받고 와서 기분이 좋네요ㅎㅎ 자주 이용하겠습니다~!",
259552,7233289,"치과알아보던중 가까운 위치에 있어서 방문했는데, 
생각보다 병원도 깨끗하며, 원장님도 신경써서 꼼꼼하게 잘해주시는것같아요!",5,1,,,2019.10.15,whdd****,티유치과의원,티유치과의원,,false,"치과알아보던중 가까운 위치에 있어서 방문했는데, 
생각보다 병원도 깨끗하며, 원장님도 신경써서 꼼꼼하게 잘해주시는것같아요!",
259552,7233297,"상담하시는분이 자세하게 잘알려줘서 많이알게됬습니다!
치과찾고있던중에 잘찾아가간거같아요!!
시설도 깔끔하고 좋습니다! 강추!",5,1,,,2019.10.15,ksh9****,티유치과의원,티유치과의원,,false,"상담하시는분이 자세하게 잘알려줘서 많이알게됬습니다!
치과찾고있던중에 잘찾아가간거같아요!!
시설도 깔끔하고 좋습니다! 강추!",
259552,7233980,"로비가 갤러리같이 예쁘고 분위기있게 잘 꾸며져 있었습니다. 남자인 제가봐도 목소리 좋고 잘생긴 훈남 선생님이 진료해주셨구요.
미백 받았는데 받는 도중 불편한건 없는지 계속 확인해주셨고 스케일링 후에 입 행굴때 잇몸에 피 한방울 안난 건 처음이라 정말 신기했어요.
과잉진료나 치료관련해서 부담주는 것도 없었습니다.
다음에 검진할 일 생기면 또 재방문할 생각입니다.
진료 잘 받았습니다 고맙습니다!",5,1,,,2019.10.14,kang****,티유치과의원,티유치과의원,,false,"로비가 갤러리같이 예쁘고 분위기있게 잘 꾸며져 있었습니다. 남자인 제가봐도 목소리 좋고 잘생긴 훈남 선생님이 진료해주셨구요.
미백 받았는데 받는 도중 불편한건 없는지 계속 확인해주셨고 스케일링 후에 입 행굴때 잇몸에 피 한방울 안난 건 처음이라 정말 신기했어요.
과잉진료나 치료관련해서 부담주는 것도 없었습니다.
다음에 검진할 일 생기면 또 재방문할 생각입니다.
진료 잘 받았습니다 고맙습니다!",
259552,7366309,"무슨 갤러리 처럼 엄청 크고 세련됐네요...!
원장님도 직원분들도 모두 친절하시고 미백 되게 잘됐어요 만족!",5,1,,,2019.10.14,chlo****,티유치과의원,티유치과의원,,false,"무슨 갤러리 처럼 엄청 크고 세련됐네요...!
원장님도 직원분들도 모두 친절하시고 미백 되게 잘됐어요 만족!",
259552,7165043,"이벤트를 한다길래 예약방문을 했었는데,
공지되어 있는 이벤트가격과 달리 추가비용을 엄청 받아서 열받아서 나왔어요.
 병원에서 이벤트 내용에 추가비용 관련 문구가 있다길래 제가 잘 못본건가 싶어 확인해 봤더니 추가비용과 관련된 내용은 없더라구요. 되려 다른 과 책임이라며 책임을 돌리니 기분이 더 나쁘더라구요.
 거짓말을 하는건지 뭔지.. 암튼 황당했어요. 별롭니다 .",1,1,,,2019.10.09,in53****,티유치과의원,티유치과의원,,false,"이벤트를 한다길래 예약방문을 했었는데,
공지되어 있는 이벤트가격과 달리 추가비용을 엄청 받아서 열받아서 나왔어요.
 병원에서 이벤트 내용에 추가비용 관련 문구가 있다길래 제가 잘 못본건가 싶어 확인해 봤더니 추가비용과 관련된 내용은 없더라구요. 되려 다른 과 책임이라며 책임을 돌리니 기분이 더 나쁘더라구요.
 거짓말을 하는건지 뭔지.. 암튼 황당했어요. 별롭니다 .",
259552,7263811,인테리어가 멋스러운 곳이에요,5,1,,,2019.10.04,hyn9****,티유치과의원,티유치과의원,,false,인테리어가 멋스러운 곳이에요,
259552,7020377,병원도 너무 깔끔하고 상담도 친절해요,4,1,,,2019.09.30,sywb****,티유치과의원,티유치과의원,,false,병원도 너무 깔끔하고 상담도 친절해요,
259552,6971730,"미백받으러 갔는데 데스크 언니들도 친절하고, 원장님도 꼼꼼하셔서 대우받는 기분이였어요~ 
스켈링 받은지 얼마안되서 다음에 스켈링 받으러도 가보려구요!",5,1,,https://naverbooking-phinf.pstatic.net/20190927_192/1569570562140aCaQ3_JPEG/KakaoTalk_20190927_164422089_01.jpg,2019.09.27,bamg****,티유치과의원,티유치과의원,,false,"미백받으러 갔는데 데스크 언니들도 친절하고, 원장님도 꼼꼼하셔서 대우받는 기분이였어요~ 
스켈링 받은지 얼마안되서 다음에 스켈링 받으러도 가보려구요!",https://naverbooking-phinf.pstatic.net/20190927_235/15695705617817RCeC_JPEG/KakaoTalk_20190927_164422089_02.jpg
259552,6946213,예전부터 생각하고 있던 라미네이트 했어요~ 지인소개로 갔는데 괜찮았어요,5,1,,,2019.09.25,kjsu****,티유치과의원,티유치과의원,,false,예전부터 생각하고 있던 라미네이트 했어요~ 지인소개로 갔는데 괜찮았어요,
259552,6946880,"스케일링이랑 미백에 관심이 있어서 올해는 꼭 해야지! 하고 있었는데
친구가 같이 가보자고해서 짬내서 다녀왔어요.ㅎㅎ
너무 깔끔하고 시설도 좋아서 데스크 직원분께 여쭤봤더니 오픈한지 얼마안됬다고 하시더라구요.
전체적으로 너무 깔끔하고 다른치과 같이 무겁고 긴장되는 느낌? 이 아니라서 좋았습니다.
직원분들 너무 친절하시고, 특히 원장님 남자가 봐도 너무 잘생기셨어요 ㅎㅎ
친구는 딱 알아보더니 유명하신 분이라고 하더라구요.
덕분에 상쾌하게 치료 잘 받았습니다 ㅎㅎ 
감사합니다.",5,1,,,2019.09.25,park****,티유치과의원,티유치과의원,,false,"스케일링이랑 미백에 관심이 있어서 올해는 꼭 해야지! 하고 있었는데
친구가 같이 가보자고해서 짬내서 다녀왔어요.ㅎㅎ
너무 깔끔하고 시설도 좋아서 데스크 직원분께 여쭤봤더니 오픈한지 얼마안됬다고 하시더라구요.
전체적으로 너무 깔끔하고 다른치과 같이 무겁고 긴장되는 느낌? 이 아니라서 좋았습니다.
직원분들 너무 친절하시고, 특히 원장님 남자가 봐도 너무 잘생기셨어요 ㅎㅎ
친구는 딱 알아보더니 유명하신 분이라고 하더라구요.
덕분에 상쾌하게 치료 잘 받았습니다 ㅎㅎ 
감사합니다.",
259552,6958862,"접수부터 진료까지 친절하게 해주시고 필요한 거 있으면 다 알려주시고, 가져다주시고 하셔서 편안하게 진료볼 수 있어서 좋았어요!",5,1,,,2019.09.23,innu****,티유치과의원,티유치과의원,,false,"접수부터 진료까지 친절하게 해주시고 필요한 거 있으면 다 알려주시고, 가져다주시고 하셔서 편안하게 진료볼 수 있어서 좋았어요!",
259552,6871647,"회사근처라 한번 가봤능데 시설 무엇?
완전 깨끗하고 직원분들도 진짜 친절해용!!!!",4,1,,,2019.09.18,gjqm****,티유치과의원,티유치과의원,,false,"회사근처라 한번 가봤능데 시설 무엇?
완전 깨끗하고 직원분들도 진짜 친절해용!!!!",
259552,6873332,치과가는거 무서워하는 편인데 편안한 분위기에서 치료 잘받고 왔어요~ 병원 분위기도 너무 좋네요~,4,1,,,2019.09.18,sein****,티유치과의원,티유치과의원,,false,치과가는거 무서워하는 편인데 편안한 분위기에서 치료 잘받고 왔어요~ 병원 분위기도 너무 좋네요~,
259552,6872474,미뤘던 충치치료 하려고 다녀왔어요~ 새로 개원한 곳이라서 그런지 인테리어가 너무 예쁘고 깔끔해서 좋았고 상담해주신 실장님? 이랑 안내해준 직원분들 다 친절했어요 원장님도 좋으심!! 앞으로 치과는 여기로 정착할 예정이에요 ㅎㅎㅎ,5,1,,,2019.09.18,ehdq****,티유치과의원,티유치과의원,,false,미뤘던 충치치료 하려고 다녀왔어요~ 새로 개원한 곳이라서 그런지 인테리어가 너무 예쁘고 깔끔해서 좋았고 상담해주신 실장님? 이랑 안내해준 직원분들 다 친절했어요 원장님도 좋으심!! 앞으로 치과는 여기로 정착할 예정이에요 ㅎㅎㅎ,
259552,6873941,대박 친절해요~ 시설도 깨끗하고 원장님이 아프면 손들라고 했는데 안아프게 잘 마쳤습니다 ㅠㅠ 넘 감사해요~~~!!,5,1,,https://naverbooking-phinf.pstatic.net/20190919_228/1568884689576aPfzf_JPEG/image.jpg,2019.09.18,ona1****,티유치과의원,티유치과의원,,false,대박 친절해요~ 시설도 깨끗하고 원장님이 아프면 손들라고 했는데 안아프게 잘 마쳤습니다 ㅠㅠ 넘 감사해요~~~!!,
259552,6857815,"친절한 안내와 과잉진료 없이 원하는 치료 및 문제점을 정확하게 알려주시는 원장님께 신뢰가 팍팍 가네요 ㅎㅎ
재방문 의사 별 5개!!!!!! 
앞으로도 잘 부탁드립니다!",5,1,,,2019.09.18,jaew****,티유치과의원,티유치과의원,,false,"친절한 안내와 과잉진료 없이 원하는 치료 및 문제점을 정확하게 알려주시는 원장님께 신뢰가 팍팍 가네요 ㅎㅎ
재방문 의사 별 5개!!!!!! 
앞으로도 잘 부탁드립니다!",
259552,6857733,"과잉진료가 없고 딱 저에게 필요한 치료만 알려주시니 진짜 믿음직한 치과입니다 !
덤으로 인테리어도 너무 이쁘고 직원분들 친절해요!",5,1,,https://naverbooking-phinf.pstatic.net/20190918_199/1568771428401GFsmh_JPEG/KakaoTalk_20190918_104741404_02.jpg,2019.09.18,park****,티유치과의원,티유치과의원,,false,"과잉진료가 없고 딱 저에게 필요한 치료만 알려주시니 진짜 믿음직한 치과입니다 !
덤으로 인테리어도 너무 이쁘고 직원분들 친절해요!",
259552,6857672,"병원이라고 생각이 들지않을정도로 인테리어에 놀랐어요. 카페느낌도나고 시설이 너무 깨끗했어요. 원장님들도 직원분들도 친절하게해주셔서, 편하게 진료 받고 왔어요 ~!!",5,1,,,2019.09.19,back****,티유치과의원,티유치과의원,,false,"병원이라고 생각이 들지않을정도로 인테리어에 놀랐어요. 카페느낌도나고 시설이 너무 깨끗했어요. 원장님들도 직원분들도 친절하게해주셔서, 편하게 진료 받고 왔어요 ~!!",
259552,6863363,"하루에 최소 한잔 이상을 마시는 커피와 그 외 치아에 착색이 잘되는 음식을 즐겨 먹는 습관 때문인지 어느순간 치아의 색이 어두워짐을 느끼고 미백치료하러 갔어요 
처음하는것이라서 좀 무섭고 떨렸는데 상담부터 치료까지 너무 잘해주셔서 대만족하고 왔답니당 
또한 치아검진까지 해주셔서 제가 몰랐던 충치도 발견하여 치료하고 와서 뭔가 일석이조의 득템을 한듯하네요 크크 
의사쌤부터 간호사분들까지 너무 친절하셔서 치과의 트라우마를 극복하고 왔네요 크크 앞으로 여기만 다닐듯 후훗~ 너무 감사합니당",5,1,,,2019.09.17,yucc****,티유치과의원,티유치과의원,,false,"하루에 최소 한잔 이상을 마시는 커피와 그 외 치아에 착색이 잘되는 음식을 즐겨 먹는 습관 때문인지 어느순간 치아의 색이 어두워짐을 느끼고 미백치료하러 갔어요 
처음하는것이라서 좀 무섭고 떨렸는데 상담부터 치료까지 너무 잘해주셔서 대만족하고 왔답니당 
또한 치아검진까지 해주셔서 제가 몰랐던 충치도 발견하여 치료하고 와서 뭔가 일석이조의 득템을 한듯하네요 크크 
의사쌤부터 간호사분들까지 너무 친절하셔서 치과의 트라우마를 극복하고 왔네요 크크 앞으로 여기만 다닐듯 후훗~ 너무 감사합니당",
