bookingBusinessId,reviewId,reviewBody,score,isImp,replyBody,resourceUrlList/0,completedDate,id,bookingItemName,bookingBusinessName,optionNameList,body/0/isHighlight,body/0/text,resourceUrlList/1,replyRegDate
158179,7633042,사랑니 뽑았는데 별로 아프지도 않았고 너무 친절하시고 설명도 잘해주셔서 좋았어요!,5,1,,,2019.11.11,kkk0****,라이크치과,라이크치과의원,,false,사랑니 뽑았는데 별로 아프지도 않았고 너무 친절하시고 설명도 잘해주셔서 좋았어요!,,
158179,7620220,스케일링 아프지않게 잘 했습니다,4,1,,,2019.11.11,pola****,라이크치과,라이크치과의원,,false,스케일링 아프지않게 잘 했습니다,,
158179,7594346,사랑니 아프지않게 잘 발치했어요! 발치 후에도 많이 안아파서 더 좋아요!,5,1,,,2019.11.09,ekqc****,라이크치과,라이크치과의원,,false,사랑니 아프지않게 잘 발치했어요! 발치 후에도 많이 안아파서 더 좋아요!,,
158179,7574216,치과 진짜 무서워하던 사람중 하나였는데 너무 안아프게 뽑아주니까 허무할정도에요 치과 무서워하는 분들에게 강추입니다,5,1,,,2019.11.08,s__j****,라이크치과,라이크치과의원,,false,치과 진짜 무서워하던 사람중 하나였는데 너무 안아프게 뽑아주니까 허무할정도에요 치과 무서워하는 분들에게 강추입니다,,
158179,7584561,사랑니 발치 두번째인데 이제 익숙해졌는지 저번보다 훨씬 안 아프네요ㅎㅎ 인터넷 검색하다 집이랑 가까워서 사랑니 발치하러 왔었는데 매우 만족합니다 의사선생님과 직원분들이 다들 친절하시고 경험이 많으신 것 같아요 그래서 안심이 됩니다! 아직 두 개 더 빼야하는데 계속 라이크치과 방문하게 될 것 같아요ㅎ,5,1,,,2019.11.08,gpal****,라이크치과,라이크치과의원,,false,사랑니 발치 두번째인데 이제 익숙해졌는지 저번보다 훨씬 안 아프네요ㅎㅎ 인터넷 검색하다 집이랑 가까워서 사랑니 발치하러 왔었는데 매우 만족합니다 의사선생님과 직원분들이 다들 친절하시고 경험이 많으신 것 같아요 그래서 안심이 됩니다! 아직 두 개 더 빼야하는데 계속 라이크치과 방문하게 될 것 같아요ㅎ,,
158179,7613072,치과만 가면 쫄아붙는 쫄보도 안 울고 의젓하게 나올 수 있는 최고의 치과???? 선생님이 정말 친절하셨어요 내년 스케일링도 여기서 할 거예요,5,1,,,2019.11.07,cute****,라이크치과,라이크치과의원,,false,치과만 가면 쫄아붙는 쫄보도 안 울고 의젓하게 나올 수 있는 최고의 치과???? 선생님이 정말 친절하셨어요 내년 스케일링도 여기서 할 거예요,,
158179,7625677,"주변 지인들에게 사랑니 뽑으면 엄청 아프대서 걱정하면서 방문 했었는데, 타이레놀,마취크림,마취주사 바르고 해서
뽑을 땐 아프지 않고 잘 발치할 수 있었습니다.! 생각보다 금방 슉슉 뽑으시더라구요. 긴장되서 덜덜덜 했는데
순식간에 끝나서 걱정했던 것 보다 더 수월하게 끝났어요! : ) 오히려 마취주사가 더 아팠어요ㅋㅋ 인형 꽉 잡고..ㅠ.ㅠ
발치 주의사항도 잘 알려주시고ㅎㅎ 아픈거랑 붓기도 2~3일이면 괜찮아 지더라구용!  
되게 놀랐던게  당일 발치 후에 사후 관리 전화도 해주세요 짱짱입니다..ㅎ.ㅎ 
첨엔 지혈이 안되었는데, 30분 정도 지나니까 지혈이 되었다고 하시더라구요. 
물론 마취 풀리니까 너무 아팠지만 ㅠㅠ 사랑니는 잘 뽑아주십니다ㅎ_ㅎ 사랑니 뽑는 친구들한테 추천하고 싶어요.",5,1,,,2019.11.07,zhal****,라이크치과,라이크치과의원,,false,"주변 지인들에게 사랑니 뽑으면 엄청 아프대서 걱정하면서 방문 했었는데, 타이레놀,마취크림,마취주사 바르고 해서
뽑을 땐 아프지 않고 잘 발치할 수 있었습니다.! 생각보다 금방 슉슉 뽑으시더라구요. 긴장되서 덜덜덜 했는데
순식간에 끝나서 걱정했던 것 보다 더 수월하게 끝났어요! : ) 오히려 마취주사가 더 아팠어요ㅋㅋ 인형 꽉 잡고..ㅠ.ㅠ
발치 주의사항도 잘 알려주시고ㅎㅎ 아픈거랑 붓기도 2~3일이면 괜찮아 지더라구용!  
되게 놀랐던게  당일 발치 후에 사후 관리 전화도 해주세요 짱짱입니다..ㅎ.ㅎ 
첨엔 지혈이 안되었는데, 30분 정도 지나니까 지혈이 되었다고 하시더라구요. 
물론 마취 풀리니까 너무 아팠지만 ㅠㅠ 사랑니는 잘 뽑아주십니다ㅎ_ㅎ 사랑니 뽑는 친구들한테 추천하고 싶어요.",,
158179,7613038,데스크직원분들께서 엄청 친절하시고 사후관리 부분에도 꼼꼼하게 신경써주셔서 감동이었습니다,5,1,,,2019.11.07,wjdr****,라이크치과,라이크치과의원,,false,데스크직원분들께서 엄청 친절하시고 사후관리 부분에도 꼼꼼하게 신경써주셔서 감동이었습니다,,
158179,7547451,병원 깔끔하고 친절해요,5,1,,,2019.11.06,mijb****,라이크치과,라이크치과의원,,false,병원 깔끔하고 친절해요,,
158179,7588759,사랑니은 그냥 묻따 라이크치과 가세요~!! 하나도 안아파요 ㅎㅎㅎㅎ,5,1,,,2019.11.05,yeon****,라이크치과,라이크치과의원,,false,사랑니은 그냥 묻따 라이크치과 가세요~!! 하나도 안아파요 ㅎㅎㅎㅎ,,
158179,7539476,사랑니 발치로 방문했어요. 사랑니 발치가 처음이고 턱관절이 안 좋아 종종 빠지기 때문에 많이 알아보고 간 치과임에도 불구하고 손에 피가 싹 빠져나가고 춥고 덜덜 떨릴 정도로 긴장했는데 막상 발치하는 중에는 긴장이 많이 풀어졌어욯ㅎㅎ 그래도 굳어있었지만! 2분? 3분? 만에 발치해주셨는데 그 짧은 시간에도 턱은 괜찮냐고 물어보시며 뽑아주셔서 감사했어요. 집에 오는 길에 사람들이 자꾸 쳐다보길래 자의식과잉이 또 도졌구나했는데 집 도착 후 거울보니 입 아래로 피가 주룩 흘러있더라구요...ㅎ.. 마취때문에 몰랐어요... 그래서 마스크를 챙겨주신거구나.....ㅎ 이틀째인데 육안으로 보이지 않을 정도로 많이 붓지도 않았고 통증도 아픈 느낌보다는 불편하다는 느낌 정도?,5,1,,,2019.11.05,so_y****,라이크치과,라이크치과의원,,false,사랑니 발치로 방문했어요. 사랑니 발치가 처음이고 턱관절이 안 좋아 종종 빠지기 때문에 많이 알아보고 간 치과임에도 불구하고 손에 피가 싹 빠져나가고 춥고 덜덜 떨릴 정도로 긴장했는데 막상 발치하는 중에는 긴장이 많이 풀어졌어욯ㅎㅎ 그래도 굳어있었지만! 2분? 3분? 만에 발치해주셨는데 그 짧은 시간에도 턱은 괜찮냐고 물어보시며 뽑아주셔서 감사했어요. 집에 오는 길에 사람들이 자꾸 쳐다보길래 자의식과잉이 또 도졌구나했는데 집 도착 후 거울보니 입 아래로 피가 주룩 흘러있더라구요...ㅎ.. 마취때문에 몰랐어요... 그래서 마스크를 챙겨주신거구나.....ㅎ 이틀째인데 육안으로 보이지 않을 정도로 많이 붓지도 않았고 통증도 아픈 느낌보다는 불편하다는 느낌 정도?,,
158179,7462920,깔끔했어요. 수술시간도짧고????,5,1,,,2019.10.31,topt****,라이크치과,라이크치과의원,,false,깔끔했어요. 수술시간도짧고????,,
158179,7460934,"와우 ...
저는 정말 성인되서 치과가본 적이 한번 뿐이 없던 사람입니다 ..... 어릴 때 안좋은 기억으로 ㅠ ㅠ 사랑니가 볼을 자꾸 깨물어서 어쩔 수 없이 추천으로 방문했습니다 ! 진짜 저의 사랑니가 곧게 나준걸 감사하기도 하고 ㅠㅠ 30초도 안걸렸어요 ... 이뽑는데 ... 억 하니까 다했어요 ~ 하시더라구요 ,, 마취크림바르고 기다리고 주사맞고 기다리고 기다림에 애를 태우긴 했지만 그 기다림 덕분에 한방에 성공했네용 ! 
마취크림 덕에 마취주사의 아픔은 ... 따끔정도 감사합니다 ㅠㅠ 거즈 빼야할 시간에 전화도 해주시고 너무 친절해요 !! 앞으로 추천 많이 할게요 !",5,1,,,2019.10.31,dbsg****,라이크치과,라이크치과의원,,false,"와우 ...
저는 정말 성인되서 치과가본 적이 한번 뿐이 없던 사람입니다 ..... 어릴 때 안좋은 기억으로 ㅠ ㅠ 사랑니가 볼을 자꾸 깨물어서 어쩔 수 없이 추천으로 방문했습니다 ! 진짜 저의 사랑니가 곧게 나준걸 감사하기도 하고 ㅠㅠ 30초도 안걸렸어요 ... 이뽑는데 ... 억 하니까 다했어요 ~ 하시더라구요 ,, 마취크림바르고 기다리고 주사맞고 기다리고 기다림에 애를 태우긴 했지만 그 기다림 덕분에 한방에 성공했네용 ! 
마취크림 덕에 마취주사의 아픔은 ... 따끔정도 감사합니다 ㅠㅠ 거즈 빼야할 시간에 전화도 해주시고 너무 친절해요 !! 앞으로 추천 많이 할게요 !",,
158179,7452818,누워서 난 매복사랑니 발치했는데 아프지도 않았고 순식간에 끝났어요. 좋았습니다!,5,1,,,2019.10.30,name****,라이크치과,라이크치과의원,,false,누워서 난 매복사랑니 발치했는데 아프지도 않았고 순식간에 끝났어요. 좋았습니다!,,
158179,7440202,너무 친절하고 매복 사랑니인데 안아프게 뽑아주셔서 좋았어요!,5,1,,,2019.10.29,capp****,라이크치과,라이크치과의원,,false,너무 친절하고 매복 사랑니인데 안아프게 뽑아주셔서 좋았어요!,,
158179,7457266,"제가 매복+누운사랑니+신경가까움 콜라보라 동네 병원에서는 안빼준다길래 사랑니 전문 병원 찾다가 알게 되어 예약하고 방문했어요
치과하면 괜히 무서운데 쌤들께서 다 친절하시고 안내도 자세히 해주셔서 정말 감사했어요! 첫 방문이라 엑스레이랑 CT 찍고 바로 사랑니 발치 했는데 마취크림 발라주시고 마취주사 놓아서 하나도 안아팠어요 위아래로 메복사랑니 두개 뺏는데 정말 금방빼고 나왔어요ㅠㅠ당일에 바로 뺄수 있다는게 정말 장점인것 같습니다. 사랑니 빼고 나서 마스크랑 얼음찜질팩 주시면서 주의사항 알려주시고 거즈 2시간 있다가 빼라 하셨는데 거즈뺏는지 지혈 잘되었는지 확인 전화도 주셔서 정말 친절한 곳이구나 생각했습니다. 사랑니 빼러 먼곳에서 왔는데 정말 후회안하고 너무 만족해서 지인들한테도 추천하고 다니고 있어요! 나",5,1,,,2019.10.28,thgm****,라이크치과,라이크치과의원,,false,"제가 매복+누운사랑니+신경가까움 콜라보라 동네 병원에서는 안빼준다길래 사랑니 전문 병원 찾다가 알게 되어 예약하고 방문했어요
치과하면 괜히 무서운데 쌤들께서 다 친절하시고 안내도 자세히 해주셔서 정말 감사했어요! 첫 방문이라 엑스레이랑 CT 찍고 바로 사랑니 발치 했는데 마취크림 발라주시고 마취주사 놓아서 하나도 안아팠어요 위아래로 메복사랑니 두개 뺏는데 정말 금방빼고 나왔어요ㅠㅠ당일에 바로 뺄수 있다는게 정말 장점인것 같습니다. 사랑니 빼고 나서 마스크랑 얼음찜질팩 주시면서 주의사항 알려주시고 거즈 2시간 있다가 빼라 하셨는데 거즈뺏는지 지혈 잘되었는지 확인 전화도 주셔서 정말 친절한 곳이구나 생각했습니다. 사랑니 빼러 먼곳에서 왔는데 정말 후회안하고 너무 만족해서 지인들한테도 추천하고 다니고 있어요! 나",,
158179,7503306,"전 주에 동네 병원에서 작은 사랑니를  발치하고 아래 매복니는 신경과 가까워 큰 수술이 예상된다고 하길래 검색해보고 라이크 치과로 예약했는데 발치도 대만족이었어요. 

동네치과와 다른점은 우선 타이레놀과 마취크림 마취주사 3중으로 통증 완화에 집중을 해주십니다.

그리고 의사선생님도 최대한 환자를 배려해서 발치해주세요. 전주에 입 찢어지는줄 알았는데 ㅎ 더 고난이도 발치임에도 여기서는 편하게 입만 벌리고 있었더니 삼십분만에 발치가 끝났습니다. 

이것도 제 케이스가 이번달 들어 가장 힘든 사례여서 오래 걸리신거라고 하셨어요. 비슷하게 난 매복니를 동네에서 한시간 넘게 입찢어지게 발치했던 경험이 이었서 한두시간은 발치에 쓰겠구나 했는데 순식간에 뽑아주셔서 놀랐네요. 사후관리 방법도 꼼꼼하게 알려주셔서 좋았어요",5,1,,,2019.10.26,csj1****,라이크치과,라이크치과의원,,false,"전 주에 동네 병원에서 작은 사랑니를  발치하고 아래 매복니는 신경과 가까워 큰 수술이 예상된다고 하길래 검색해보고 라이크 치과로 예약했는데 발치도 대만족이었어요. 

동네치과와 다른점은 우선 타이레놀과 마취크림 마취주사 3중으로 통증 완화에 집중을 해주십니다.

그리고 의사선생님도 최대한 환자를 배려해서 발치해주세요. 전주에 입 찢어지는줄 알았는데 ㅎ 더 고난이도 발치임에도 여기서는 편하게 입만 벌리고 있었더니 삼십분만에 발치가 끝났습니다. 

이것도 제 케이스가 이번달 들어 가장 힘든 사례여서 오래 걸리신거라고 하셨어요. 비슷하게 난 매복니를 동네에서 한시간 넘게 입찢어지게 발치했던 경험이 이었서 한두시간은 발치에 쓰겠구나 했는데 순식간에 뽑아주셔서 놀랐네요. 사후관리 방법도 꼼꼼하게 알려주셔서 좋았어요",,
158179,7376390,"일단 태생적쫄보라 수면치료까지 고민했었는데 비용에 더쫄아서.. 포기하고.. 동의서에 사인할때 손 덜덜 떨면서 사인했는데ㅠㅠ 결론적으로는 정말 좋았습니다! 왜 유명한지 알것같네요 뽑고난후에 알람맞춰놓은 시각되어서 지혈됐는지 확인전화주시고.. 물론 마취풀리고나서 제가 엄살쟁이라서 아프다고 울긴했지만 약먹고나니까 몇분안되어서 괜찮아졌어요ㅠㅠ
조금불편한점이있었다면 다른분들은 후기보니까 진통제 주사 놔준다던데 저는... 그렇게는 안해주셨고 그리고 말하기가 힘들어서 카톡이나 문자보냈는데 답장이..음..느리셨어요... 일하시느라 그러셨겠죠...? 집이랑 2시간거리여서 소독은 집 근처에서 받으려구요..ㅠㅠ 죄송해요 예약까지잡았는데.....
아무튼 좀 멀긴하지만 지인들 중에 사랑니 뺄사람들 있으면 가라고 추천하고싶은곳이네요",5,1,,,2019.10.25,yuch****,라이크치과,라이크치과의원,,false,"일단 태생적쫄보라 수면치료까지 고민했었는데 비용에 더쫄아서.. 포기하고.. 동의서에 사인할때 손 덜덜 떨면서 사인했는데ㅠㅠ 결론적으로는 정말 좋았습니다! 왜 유명한지 알것같네요 뽑고난후에 알람맞춰놓은 시각되어서 지혈됐는지 확인전화주시고.. 물론 마취풀리고나서 제가 엄살쟁이라서 아프다고 울긴했지만 약먹고나니까 몇분안되어서 괜찮아졌어요ㅠㅠ
조금불편한점이있었다면 다른분들은 후기보니까 진통제 주사 놔준다던데 저는... 그렇게는 안해주셨고 그리고 말하기가 힘들어서 카톡이나 문자보냈는데 답장이..음..느리셨어요... 일하시느라 그러셨겠죠...? 집이랑 2시간거리여서 소독은 집 근처에서 받으려구요..ㅠㅠ 죄송해요 예약까지잡았는데.....
아무튼 좀 멀긴하지만 지인들 중에 사랑니 뺄사람들 있으면 가라고 추천하고싶은곳이네요",,
158179,7378151,또 뽑으러 왔는데 귀여운 인형들이 생겼어요 말랑말랑,5,1,,,2019.10.25,kyj9****,라이크치과,라이크치과의원,,false,또 뽑으러 왔는데 귀여운 인형들이 생겼어요 말랑말랑,,
158179,7362779,"동네치과에서 대학병원이나 사랑니 발치병원가라고해서 걱정 한가득 안고 진료의뢰서 가지고 방문했어요.

커뮤나 리뷰도 하도 좋다는 평만 많아서,, 홍보는 아닐까 반신반의 했어요. 근데 사랑니랑 과잉치 해서 총3개 발치했는데 정말 일분 컷,,, ㅋㅋㅋ

어제 뽑고 오늘 고구마 먹고있네요,, 진짜 안아팠어요. 
두려움에 덜덜 떨었는데  간호사샘도 너무 친절하셨고,, 회사와서도 추천하고 다니고있어요. 바로 출근했답니다ㅋㅋ 붓기도 거의 없어요!!

밤에 지혈됐냐고 전화도 오고, 믿고 갈 만 합니당!! 하나 남은 사랑니도 여기서 뽑을게용♥.♥",5,1,,https://naverbooking-phinf.pstatic.net/20191025_162/1571963811996hD4Pk_JPEG/image.jpg,2019.10.24,yoon****,라이크치과,라이크치과의원,,false,"동네치과에서 대학병원이나 사랑니 발치병원가라고해서 걱정 한가득 안고 진료의뢰서 가지고 방문했어요.

커뮤나 리뷰도 하도 좋다는 평만 많아서,, 홍보는 아닐까 반신반의 했어요. 근데 사랑니랑 과잉치 해서 총3개 발치했는데 정말 일분 컷,,, ㅋㅋㅋ

어제 뽑고 오늘 고구마 먹고있네요,, 진짜 안아팠어요. 
두려움에 덜덜 떨었는데  간호사샘도 너무 친절하셨고,, 회사와서도 추천하고 다니고있어요. 바로 출근했답니다ㅋㅋ 붓기도 거의 없어요!!

밤에 지혈됐냐고 전화도 오고, 믿고 갈 만 합니당!! 하나 남은 사랑니도 여기서 뽑을게용♥.♥",https://naverbooking-phinf.pstatic.net/20191025_32/1571963703742scNQn_JPEG/image.jpg,
158179,7364733,"치과공포증있어서 치과 정말 무서웠는데 안고있을수 있도록 인형도 주시고  마취만 살짝 따끔한 정도여서 참을만 했어요ㅎㅎ 사랑니 위 아래 둘다 뽑았었는데 3시간 뒤 지혈 되었는지 확인전화도 주시고 안내문이랑 얼음팩,마스크까지 센스있게 챙겨주셨네요. 그리고 전 직원분들 다 친절하셨구 사랑니 뽑고나서도 별로 붓지도 않았답니당 매복사랑니인데도 시술 시간도 길지않았어요!! 역시 전문가시네요!",5,1,,,2019.10.24,jieu****,라이크치과,라이크치과의원,,false,"치과공포증있어서 치과 정말 무서웠는데 안고있을수 있도록 인형도 주시고  마취만 살짝 따끔한 정도여서 참을만 했어요ㅎㅎ 사랑니 위 아래 둘다 뽑았었는데 3시간 뒤 지혈 되었는지 확인전화도 주시고 안내문이랑 얼음팩,마스크까지 센스있게 챙겨주셨네요. 그리고 전 직원분들 다 친절하셨구 사랑니 뽑고나서도 별로 붓지도 않았답니당 매복사랑니인데도 시술 시간도 길지않았어요!! 역시 전문가시네요!",,
